complexity,accuracy,distortion,mse,trial
3.5669918,3.4759617,1.6357088,11.9508,0
3.6375456,3.537364,1.5743065,10.538841,1
4.1518803,3.795105,1.3165655,6.423734,2
5.673475,4.392065,0.71960545,8.729364,3
5.969812,4.5572863,0.55438423,56.715893,4
5.0608673,4.122113,0.98955727,105.099075,5
5.998563,4.468051,0.64361954,507.69666,6
5.918562,4.4218407,0.6898298,341.84167,7
