complexity,accuracy,distortion,mse
3.1208947,1.8543501,0.057677746,0.10014837
2.7218397,1.7623816,0.14964628,0.30000958
1.0000005,0.83182144,1.0802064,4.0
3.321854,1.9120226,5.2452087e-06,8.765866e-06
3.1218896,1.8663287,0.04569912,0.10000431
2.9182048,1.8082561,0.10377169,0.20067424
2.9222784,1.8207269,0.091300964,0.1997808
2.8662002,1.7644572,0.14757013,0.26834556
