comm_cost,complexity
4.779918679125922e-12,4.807802791945028e-12
1.1224760896456485e-05,1.1290497953111445e-05
0.00015329183658716622,0.0001541838505440576
0.006881512719762494,0.006920106134856646
1.4034767500729683,1.4107406166283711
3.285446097069315,3.3120004447628353
3.291664710617913,3.320180247230801
3.292526195733771,3.3215514325472473
3.2926849435915932,3.321844135085248
3.2927161996544654,3.3219095316417677
3.2927223934107257,3.321924029051947
3.2927236230431993,3.3219272124362558
3.292723867034304,3.321927904670724
3.2927239154554084,3.3219280540691716
3.2927239250825227,3.3219280861628704
3.2927239269998463,3.3219280930305977
3.2927239273818496,3.3219280944937464
3.2927239274579767,3.321928094804217
3.292723927473147,3.3219280948698553
3.292723927476171,3.321928094883686
3.2927239274767723,3.321928094886592
3.292723927476891,3.3219280948872014
3.292723927476915,3.321928094887329
3.292723927476921,3.3219280948873546
3.2927239274769224,3.321928094887361
3.292723927476923,3.321928094887362
