complexity,accuracy,distortion,mse
6.4238567,4.9127283,0.19894314,207.59998
6.3770733,4.8838816,0.22778893,146.63286
-5.722046e-06,-2.861023e-06,5.1116734,1666.5015
6.323855,4.8058567,0.3058138,275.47983
6.3438544,4.84169,0.26998043,207.29
6.3519373,4.879984,0.23168659,158.09123
6.281674,4.8426046,0.26906586,112.918755
6.2662926,4.8353004,0.27637005,133.68407
