complexity,accuracy,distortion,mse
4.1886983,3.4853568,0.63990164,1.9309927
3.7128458,3.296279,0.8289795,2.706261
-1.9073486e-06,-9.536743e-07,4.1252594,416.5
3.7357779,3.3289766,0.7962818,2.3150744
4.138712,3.4167156,0.7085428,2.1131878
4.3678074,3.456233,0.6690254,2.1846306
4.480422,3.451068,0.6741905,2.45017
4.563591,3.4504719,0.67478657,2.829294
