complexity,accuracy,distortion,mse,gNID,eps,beta,run
4.533140394458817,4.499640095670344,2.1877668115422715,21.01404929470283,0.018247365078582156,-0.034972209483385086,0.7356971502304077,0
4.533249685323996,4.4997437104351174,2.187663196777498,21.011477826259178,0.018232819556145974,-0.03496449440717697,0.7356971502304077,1
4.533202151153217,4.499698625420926,2.1877082817916893,21.012565296699982,0.01823891946473677,-0.034967824816703796,0.7356971502304077,2
4.533295247208043,4.499786864746996,2.1876200424656194,21.010218901103,0.018225703579391683,-0.03496121987700462,0.7356971502304077,3
4.533233776084993,4.499729051424817,2.1876778557877987,21.01156435479323,0.018233704885754154,-0.03496619313955307,0.7356971502304077,4
4.533273917347117,4.4997671259219665,2.187639781290649,21.0107059724062,0.01822849292501927,-0.03496338427066803,0.7356971502304077,5
4.5332330097122835,4.499728519673862,2.187678387538753,21.011583048123867,0.01823377895062972,-0.03496651351451874,0.7356971502304077,6
4.5332509780946495,4.499744965126112,2.1876619420865033,21.011306299141804,0.018232186322635457,-0.03496444225311279,0.7356971502304077,7
4.532941730453304,4.499449652454148,2.1879572547584676,21.019856654863,0.01827919763495134,-0.03498338535428047,0.7356971502304077,8
4.522724197372526,4.489660807225237,2.197746099987379,21.31098529553705,0.01986259517547373,-0.03556608036160469,0.7356971502304077,9
