complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.1029800587411,3.825417659893057,16.130880636911286,5.9246847398257465,0.1139822257659612,0.1513432371673899,0.0013488177975045676,1.4939698492462312,0
