complexity,accuracy
2.829388,1.6178694
2.829388,1.6178699
2.829388,1.6178699
2.8293877,1.6178694
2.829388,1.6178703
2.8293881,1.6178703
2.829388,1.6178699
2.829388,1.6178699
2.829388,1.6178699
2.8293881,1.6178699
2.8293881,1.6178694
2.829388,1.6178699
2.2458522,0.92873526
2.245852,0.9287348
2.2458525,0.9287348
2.2458525,0.9287348
2.2458522,0.9287348
2.2458527,0.92873526
2.245852,0.9287343
2.245852,0.9287343
2.245852,0.9287348
2.2458525,0.92873526
2.2458522,0.92873526
2.2458525,0.92873526
2.8079956,1.4422178
2.8079958,1.4422183
2.8079958,1.4422178
2.8079958,1.4422178
2.8079958,1.4422174
2.8079958,1.4422174
2.8079958,1.4422174
2.8079953,1.4422178
2.8079958,1.4422178
2.8079953,1.4422178
2.8079958,1.4422178
2.8079953,1.4422178
2.2623177,1.4151115
2.2623177,1.415112
2.2623177,1.4151111
2.2623177,1.4151115
2.2623177,1.4151115
2.2623177,1.4151111
2.2623177,1.4151115
2.2623177,1.4151115
2.2623177,1.4151115
2.2623177,1.4151115
2.2623177,1.4151115
2.2623177,1.415112
2.7219284,1.4350123
2.7219286,1.4350128
2.7219281,1.4350119
2.721928,1.4350119
2.7219284,1.4350123
2.7219281,1.4350119
2.7219286,1.4350119
2.7219284,1.4350123
2.7219286,1.4350119
2.721928,1.4350119
2.7219281,1.4350119
2.7219281,1.4350119
2.4083285,1.2194042
2.4083288,1.2194047
2.4083285,1.2194047
2.4083285,1.2194042
2.4083285,1.2194042
2.4083285,1.2194042
2.4083285,1.2194042
2.408329,1.2194047
2.408329,1.2194037
2.408329,1.2194037
2.4083292,1.2194042
2.4083285,1.2194042
3.0521615,1.7659488
3.0521617,1.7659497
3.0521617,1.7659488
3.0521617,1.7659492
3.0521612,1.7659497
3.0521617,1.7659483
3.0521617,1.7659497
3.0521617,1.7659488
3.0521615,1.7659492
3.0521615,1.7659488
3.0521615,1.7659488
3.0521617,1.7659492
2.0464392,0.9929271
2.0464392,0.9929271
2.0464394,0.99292755
2.0464394,0.9929271
2.0464396,0.9929271
2.0464396,0.9929271
2.0464392,0.99292755
2.0464396,0.9929271
2.0464396,0.99292755
2.0464396,0.9929271
2.0464396,0.99292755
2.0464396,0.9929271
