complexity,accuracy
0.088251114,0.088251114
0.08825064,0.08825159
0.08825016,0.08825207
0.08825064,0.08825016
0.088251114,0.08825207
0.088251114,0.088251114
0.08825064,0.088251114
0.088251114,0.08825159
0.08825064,0.08825016
0.088251114,0.088251114
0.08825064,0.08825064
0.088251114,0.08825159
0.08825016,0.08825064
0.08825064,0.08825159
0.08824968,0.08825016
0.08825064,0.08825207
0.08825016,0.088251114
0.08825064,0.08824921
0.08825064,0.08825064
0.08825016,0.08825016
0.08825016,0.08825016
0.08825064,0.088251114
0.08825016,0.08825159
0.08824968,0.08825016
0.08825064,0.088251114
0.08825159,0.08825064
0.08825064,0.08825064
0.08825159,0.08825159
0.08825064,0.08825064
0.088251114,0.08825159
0.08825064,0.088251114
0.08825064,0.08825016
0.08825064,0.08825207
0.088251114,0.08825159
0.08825064,0.088251114
0.08825064,0.08825016
0.088251114,0.08825064
0.088251114,0.08825207
0.08825016,0.08825064
0.088251114,0.08825016
0.088251114,0.08825064
0.08825064,0.08825159
0.08825064,0.08825064
0.088251114,0.08825159
0.08825159,0.08825064
0.08825064,0.08825159
0.088251114,0.08825064
0.08825159,0.088251114
0.08825064,0.088251114
0.08825064,0.08825159
0.088251114,0.08825064
0.08825064,0.08825159
0.08825064,0.088251114
0.08825064,0.08825207
0.088251114,0.08825159
0.08825016,0.088251114
0.08825016,0.088251114
0.08825016,0.08825064
0.088251114,0.08825016
0.08825064,0.08825159
0.088251114,0.08825159
0.088251114,0.08825159
0.088251114,0.08825064
0.08825159,0.08825016
0.08825064,0.08825064
0.08825064,0.088251114
0.088251114,0.08825016
0.08825159,0.08825159
0.08825159,0.088251114
0.088251114,0.088251114
0.088251114,0.08825207
0.088251114,0.08825207
0.08825159,0.08825016
0.08825064,0.08824968
0.08825016,0.088251114
0.088251114,0.08825159
0.08825064,0.088251114
0.08825064,0.08825207
0.08825016,0.088251114
0.08825064,0.088251114
0.088251114,0.088251114
0.08825064,0.08825016
0.088251114,0.088251114
0.08825016,0.08825016
0.08825016,0.08824921
0.08825016,0.08825016
0.08824968,0.08825016
0.08825016,0.088251114
0.08825016,0.08825064
0.08825016,0.08824968
0.08825016,0.08825064
0.08825016,0.08825064
0.08825064,0.08825064
0.08825016,0.08825016
0.08825064,0.08825016
0.08825064,0.08825159
