complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.1925660980464325,2.173545315734012,18.37057618530716,60.989100600422645,0.9440958720703564,0.0043169788325751,0.0005257169336826,1.0310552763819096,0.0857288871902911,0.0236886556407191,6.091342575977697e-05,1.0310552763819096,0
