x,y,z,name
-0.2938420542413233,0.1833939428209029,-0.9381223308534472,1
-0.4799937901540008,0.4999762625246509,-0.7208881307633944,2
0.0419051696310353,-0.990426958347744,-0.1317133086908561,3
-0.0051117279856785,-0.893555945169899,-0.4489784425098729,4
-0.1957363428676067,0.6491257886727955,0.7351006688276092,5
0.3731024291133211,0.153243512957386,-0.9150743149473058,6
-0.4902270846637251,-0.3589911277596508,-0.7942624090324439,7
0.6373467902633267,-0.0268593498338942,-0.7701413136675618,8
0.5645424478708314,-0.5396581830521681,0.624588559586953,9
0.3430471229800833,-0.8538348232880144,0.3915798318425952,10
-0.5058204686181086,-0.4964826619703786,-0.7054789994321774,11
0.6829330031849594,-0.4565430143370499,0.5702814988853091,12
-0.4953746400579107,-0.1740545210416356,0.8510928201098424,13
-0.3774666778491773,0.723106986026817,-0.5785198290661959,14
0.5582929673092317,-0.4425665349744792,0.7017790418100264,15
-0.7282367285259842,0.64845855237138,0.2218620558641083,16
-0.0210718553664661,0.2881402567350231,0.9573824565502296,17
0.1459474509244922,0.2644285520931165,-0.9533241217742492,18
-0.0645590189023,0.4665930279355438,-0.8821411894421299,19
-0.5491656875095938,-0.0160300527083618,-0.8355896623477008,20
-0.6544411502787941,-0.2078817544025401,0.7270089103706731,21
-0.3457355062337388,0.2699940622043543,0.8986768968064963,22
0.5931666517363037,-0.4954120826489461,0.6346417811517288,23
0.5277395517391661,-0.6180802389666264,-0.5826815446529643,24
-0.3611036611431312,-0.4767527681519197,-0.8014742308512302,25
0.1079878453506798,-0.5723458148552907,0.812901526769518,26
0.8551166340341491,0.3899309329175355,0.3417300228282993,27
-0.027422972910423,0.0778961858461893,0.99660933345892,28
-0.4880612588939335,0.307376698185355,-0.8169245814208312,29
-0.8365880045308519,0.0097038292292585,0.5477922463155526,30
0.4494024413497881,-0.8829836380190645,-0.1357473368045584,31
0.3907799983233444,0.9030259063037812,-0.1785642859160366,32
0.7296351546473056,0.1117848097565022,-0.6746752523700329,33
0.2216934903827793,-0.4489250603585586,-0.8656606062736293,34
0.0848045769005528,-0.426861500018484,0.9003596183130107,35
-0.2924196015787367,0.3709861035486672,0.8814250316030132,36
0.2471999190374347,-0.6621976165747019,0.7074153768336763,37
-0.2803232511415165,0.5096325808813006,-0.8134761865744917,38
0.1643044360823622,-0.7539288440478568,-0.636117402015054,39
-0.0605297329806452,-0.9452778177926864,0.320680522271701,40
0.2568258879433661,0.5922570486098512,-0.7637552293792248,41
-0.0737699957131913,0.8278492407648036,-0.5561237461641756,42
0.794526095499935,0.412350348353065,-0.4458087847191848,43
-0.0615501907347827,0.4510267986216375,0.8904136115849146,44
-0.522480874444107,0.1281166099094272,0.8430005153352514,45
0.8829020666654334,-0.4113353208739819,-0.2265771242413218,46
0.1745774131879375,0.5810445131943324,-0.794959117968611,47
0.5595817862040866,-0.2831491355712012,0.7789382455137172,48
-0.243233120066337,0.9066889572785614,0.3446777956323448,49
-0.1947565683761478,-0.1507197039441558,0.9692282747977358,50
-0.1147936670073811,0.4285675690976041,-0.8962155162029004,51
-0.4483654767957807,0.3928771394255785,0.802910923630093,52
0.6728019094750606,0.4126477356484015,-0.6140923673365609,53
-0.0421373460985722,0.7419073392796972,-0.6692144220926143,54
-0.797696008170389,-0.5286573181861193,-0.2902628416235004,55
0.9357728932996874,-0.0742339343252574,-0.3447729889509728,56
-0.19689638803122,-0.5963880921626469,0.7782050209661461,57
-0.0745770932417731,-0.8855044966612085,-0.4586611410469064,58
0.3871100825887972,0.5559505423401586,0.7356050415677156,59
-0.4799543529352599,0.3840643793417438,0.7887891799266769,60
-0.146577272379359,0.3581256013052009,-0.9221231781392756,61
0.5538431518285313,-0.3203926941723494,-0.7685416601874515,62
-0.1705565258306287,-0.5229264401566845,0.835169688405719,63
0.94112654284361,-0.0144763096819313,-0.3378183913929053,64
0.0850490589633192,0.4302402386134714,-0.8987268736370018,65
0.2634622689950018,0.791326973888757,0.5517601398815706,66
0.6863424258481546,0.4367011731204907,0.5816151292961007,67
-0.2257165047453149,0.6337043296830037,-0.7399465391341699,68
-0.1098642408812612,-0.6904526929065288,-0.7150209270949832,69
-0.7970980587871314,-0.5692009177171777,0.2017300143701278,70
-0.4306892909191446,-0.3236825828490793,0.8424881714289973,71
-0.4118723677451447,0.0968152250454749,0.9061114521059012,72
0.2300513618887067,0.8672546996849108,0.4415831241314016,73
-0.3764921400084352,0.4215251319510855,0.8249971093255728,74
0.5622378584030099,0.188434079541539,0.805252250537552,75
0.0513526436884885,0.3148075983689554,0.9477916863664904,76
-0.377023450882589,0.7960206838791826,0.4735550517850748,77
-0.7929771906702378,-0.3694958643938567,-0.4844687606261485,78
0.0294319518139553,-0.5224838058103088,-0.8521704240517028,79
0.8699604131219774,0.4695300628371754,0.1508654978542772,80
0.3551292989947087,0.92151281478862,0.1573127837333746,81
0.707164856509265,-0.0527974730160608,-0.7051101270804522,82
-0.5103464801691624,0.6919553759931962,-0.5106801607299069,83
-0.6785743721173498,-0.4148272407923059,-0.6062220554815283,84
-0.5213123113770146,0.6363248319927854,-0.5686599871154734,85
-0.3869944816218119,-0.7143741469269115,0.5830564708043081,86
-0.8369318453249642,-0.099668689647375,-0.5382018555662808,87
