x,y,name
-0.734686383547163,0.5550802845755319,1
0.6268192159679677,0.6015746196677092,2
0.7289614864820531,0.338452833139817,3
-0.2985817979375936,0.607648545725581,4
-0.1110365449441227,0.7709060718305716,5
-0.3415415642506137,-0.8863963681048699,6
0.5923955023446398,-0.5517988245484095,7
0.050614377280309,-0.4248166598933609,8
0.1765900730925547,-0.6120586070896251,9
0.5128488522200659,-0.4750175706306915,10
-0.5900833300183458,0.509545474963426,11
-0.5794946266850095,-0.0859238704540397,12
-0.2666163780197645,0.9275382988374656,13
-0.9570892609459416,0.2814237678639095,14
-0.660744779764259,-0.59713743157182,15
0.8196847420204961,0.3651146718497712,16
-0.0107121200033943,0.9950165268469662,17
0.3451794677105453,-0.8877000816857469,18
-0.281169570158388,-0.6547624458257655,19
-0.1852094651582998,-0.9751593232227878,20
-0.2914272567837076,-0.6128914391407373,21
-0.2501677687414144,-0.309722763384835,22
0.3184017098969804,0.4429390758626179,23
-0.6649363537546454,0.5222783016326586,24
-0.4993249932074269,-0.4614296199154467,25
0.2608835795685126,0.9429881775165078,26
-0.1147623881031233,0.9059792080497586,27
0.0494147315845593,-0.4849517983673682,28
-0.290863943394711,0.7264851437820703,29
-0.6592009850125765,0.5651166681516663,30
-0.2361977139537832,0.6805761530224022,31
0.3187800674187437,0.7071748973277774,32
-0.6819296485648715,0.4838849544338886,33
-0.4684882021312879,0.7751509700778076,34
-0.8796897252446353,-0.4703386180151887,35
0.9852716871616628,0.1646105762219624,36
-0.2249312557955455,-0.8897397082238201,37
-0.1930545008069401,0.5905851625766526,38
0.0861892910796127,-0.8912705656952418,39
-0.2462634777989498,-0.7607900754457152,40
-0.7071221624881517,0.6573229797641807,41
-0.1558833382939266,-0.8961548684246666,42
0.2873000682553257,0.7333813565714545,43
0.7769273225817133,0.4452839432574189,44
-0.1700374147294158,0.9776077396226526,45
-0.4451859062515917,-0.1860992435746983,46
-0.7951423674445962,-0.1021106476991141,47
-0.4622693236487393,-0.752668473120778,48
-0.5538211970939708,-0.8127210652299948,49
-0.5695381239100538,0.8207662669244794,50
-0.3670493799776601,-0.8388709498339467,51
0.2517462350347014,0.9060296340601992,52
-0.6888173559897645,-0.3389663086583677,53
-0.2104652614285058,-0.976959416245288,54
0.3274800010327149,-0.7298170325377543,55
0.1186262100682951,-0.5956074393726614,56
0.1543667498160594,0.4869296717408117,57
-0.7771296599188083,-0.4035132548674741,58
0.573276004159022,-0.5029625634446347,59
-0.0992119914006089,-0.9915714237726788,60
-0.5226036482141141,-0.8431491007258288,61
-0.2079532299520601,0.8583987538222065,62
-0.1413689861590328,-0.9855567127123168,63
0.7829574046697249,-0.4993874554519554,64
-0.4324581494733533,-0.7333055606704202,65
-0.2525663019097485,0.8022943404386601,66
-0.4090320113621453,-0.6422438097799542,67
0.2662154271618477,0.9096801760002866,68
0.7014871906780646,-0.7034062129158856,69
0.4485747164233914,-0.7968694247743129,70
0.5655326736461586,0.5594084705489994,71
-0.9213064096671668,-0.3851941392447665,72
-0.5043498237159648,0.8458953230896559,73
-0.3871412207738182,-0.7810804455259713,74
-0.4430341497432016,0.2989249614456252,75
0.0124966053170052,-0.4761351394770231,76
-0.0392313566922802,0.9399795083462807,77
0.0269375231777497,0.7572976213731656,78
0.6400405623129621,-0.7659633789164756,79
0.4967836517912555,0.809140180576052,80
0.3814771056431606,-0.9109963249398798,81
0.4153717165372532,-0.9094284112181146,82
-0.4933262879581339,0.8168885785887199,83
0.3545635128704825,0.9330558116110996,84
0.0489794408620723,0.8945713011289972,85
0.2152451307187742,0.648395535242942,86
-0.8893989717405661,0.4568723119020417,87
0.0730725350397967,-0.824162642355781,88
-0.0225181112871732,0.9187341123614284,89
-0.9122915626904669,-0.2693665450160634,90
0.4931835675749577,-0.799062756881451,91
-0.1004849879100897,0.958439613634836,92
