,x,y,name
92,0.22777494860917025,0.164879890403695,93
93,0.3707716001058371,0.49456721221805144,94
94,0.5433473079721773,0.05386156256602692,95
95,0.26958396701719867,0.14413572356252646,96
96,0.2654987373079366,0.820620779355028,97
97,0.8428571789859517,0.5247133515853442,98
98,0.8238499346605882,0.06833406264749409,99
99,0.5885373463537928,0.8974302386228911,100
100,0.7126961158278081,0.055882447177824646,101
101,0.971283654881668,0.44748792074858057,102
102,0.0007972751460736394,0.8632284677732012,103
103,0.34145331369264675,0.9763693142391303,104
104,0.2766467959472222,0.13057695935198743,105
105,0.9826571887169362,0.11120399598230346,106
106,0.21792459940847808,0.34353258853657076,107
107,0.5603783529070527,0.7782708319839757,108
108,0.19801494967159272,0.26992111702403365,109
109,0.7594745295729973,0.9864481218899293,110
110,0.11283885300632102,0.21335510109790268,111
111,0.9445083038868732,0.718957744749954,112
112,0.12017046376607887,0.3594087191372818,113
113,0.29379619252079114,0.26861535114798674,114
114,0.18444803608062288,0.2642836518809917,115
115,0.24979433647395877,0.11862715833675463,116
116,0.9263451353443695,0.937229832086106,117
117,0.8107584828219844,0.3227944684450964,118
118,0.7423723436668339,0.375028513820461,119
119,0.6570765867087799,0.1339865050143575,120
120,0.08441337551471617,0.3576546982780061,121
121,0.6726314646359253,0.6237379570470151,122
122,0.48063206764860844,0.006476687500394984,123
123,0.6594595296106851,0.006260665963660816,124
124,0.38893720018975797,0.17415376666099092,125
125,0.8711747872198412,0.4438753600088562,126
126,0.16045422881190607,0.23667088444782147,127
127,0.06685861185821906,0.5398706858360992,128
128,0.39621835180840004,0.22872845214580806,129
129,0.5082108815440142,0.3579950417232005,130
130,0.8954723045004506,0.8021306907783045,131
131,0.9493032046556275,0.19216731746191895,132
132,0.39136177985514964,0.9304653882769018,133
133,0.020881919494275647,0.019858534039573272,134
134,0.07653239121688282,0.040868361186219726,135
135,0.6909523489810536,0.5399642065580355,136
136,0.8843346062276259,0.45231756926036526,137
137,0.21181371667490756,0.23329587369757054,138
138,0.8491939217086756,0.08337089184635349,139
139,0.33330387396900363,0.4980043389541633,140
140,0.7864518884827235,0.9072157532396519,141
141,0.8892175479042742,0.7139122377564278,142
142,0.6144996421853348,0.7596420319824942,143
143,0.31589070678542,0.8339153315620814,144
144,0.25156248672073,0.21325170308960828,145
145,0.7017333097077061,0.10842258477510025,146
146,0.8168987260688596,0.2684388518305515,147
147,0.8092869350817824,0.10358787919878343,148
148,0.11340877672744176,0.7588067701832925,149
149,0.082741028536237,0.18189894656556316,150
150,0.6729787259658467,0.508926286701493,151
151,0.7439337191748472,0.762505472097927,152
152,0.2080496741409087,0.7248684454664973,153
153,0.5318461095719536,0.24693107299079087,154
154,0.7488848027632116,0.4392315380165902,155
155,0.0735121270476018,0.544322235914717,156
156,0.8122066044434183,0.9880329172427416,157
157,0.9350673854738617,0.5748690958335796,158
158,0.6369629918126108,0.3887766374855115,159
159,0.4911199857577161,0.7856328569591103,160
160,0.22429992455443581,0.7952812006188428,161
161,0.3515571403931038,0.44999020317371363,162
162,0.05890846607703615,0.9394410202375012,163
163,0.7061417078576995,0.23586371240080695,164
164,0.7427191963075721,0.9877582929338772,165
165,0.9291333323834758,0.5510860961179526,166
166,0.5065360624066478,0.5118161589687649,167
167,0.6677878782177727,0.02810174408562749,168
168,0.03996210962002844,0.09997610245813249,169
169,0.5799210479834431,0.26514299611034287,170
170,0.9879482459588097,0.2536147922468256,171
171,0.29432001498271276,0.28482353550929873,172
172,0.44618485886418446,0.3218445604595608,173
173,0.3723472024617792,0.6844146841203812,174
174,0.6473344852697354,0.8521721361198856,175
175,0.034719776813020964,0.8306709232274897,176
176,0.9450589043640683,0.5287385534683645,177
177,0.9172806928452637,0.5495700002517285,178
178,0.5294409377494868,0.20861197289072375,179
179,0.765905295503521,0.5975084828082917,180
180,0.5922475492755608,0.6200316788661429,181
181,0.009757981286646511,0.03979618901587989,182
182,0.9374248969477839,0.2317726964378063,183
183,0.5487157293306422,0.9015036766389345,184
184,0.2151685521849508,0.30075500473681416,185
185,0.2947579695538942,0.16827630218284206,186
186,0.26905602754689584,0.25609249194428363,187
187,0.05330064376435961,0.3128554222588269,188
188,0.5714107212129292,0.7968538070573973,189
189,0.8300369420049221,0.6501095909880418,190
190,0.48762153622602067,0.8825339069836384,191
191,0.46803207145778736,0.16055062689677513,192
192,0.80492045342272,0.4899454385205595,193
193,0.0034780366341481406,0.23958685191476925,194
194,0.5768903433438443,0.7641404275448318,195
195,0.8380779852800148,0.07403391106220991,196
196,0.18501680740000737,0.6204001860479937,197
197,0.09721223483158925,0.3460265458251339,198
198,0.8316254297132517,0.4541518794011292,199
199,0.7368225386410422,0.023742716818116683,200
