,x,y,name
0,0.2658323904932668,0.3647626043140306,1
1,0.8451450349752173,0.3110816629522244,2
2,0.4810752091446001,0.4938165319277643,3
3,0.5535650225949976,0.008313736845012798,4
4,0.6244882873386903,0.9897974046611837,5
5,0.27931956730545426,0.5878640201850187,6
6,0.6705648220269153,0.4367798146996913,7
7,0.18516348106352154,0.32722711459445186,8
8,0.5880415216247465,0.55477117696894,9
9,0.01636087680944709,0.9769321043263486,10
10,0.7431201303038718,0.9767976711733515,11
11,0.5102041439153967,0.8201790919034303,12
12,0.8400301641847846,0.3029564628397241,13
13,0.593361570486961,0.13161830160180477,14
14,0.2683724732661503,0.7015063622777331,15
15,0.9335946893115042,0.8084422721972702,16
16,0.932812990544391,0.5693437285308752,17
17,0.5503329522746125,0.30936364833409324,18
18,0.6449884795703297,0.9016931108134061,19
19,0.8889822452843855,0.9559427128546021,20
20,0.29950619444952353,0.4402851554894355,21
21,0.632538230581877,0.5884378130119977,22
22,0.03949020405517356,0.517232692624206,23
23,0.9946504121209706,0.6012676147917592,24
24,0.3974164178076339,0.8971278696548562,25
25,0.999243434380874,0.46485270561177616,26
26,0.9912297769519623,0.435494359946192,27
27,0.8752334387441414,0.8702718314767148,28
28,0.5301735089163379,0.3866861095122178,29
29,0.19148927291709694,0.3322865998588598,30
30,0.15904401861167805,0.4765643384096855,31
31,0.4618079566265757,0.9412888872743734,32
32,0.5168144789459358,0.24192712416234619,33
33,0.64355180022857,0.31630078932803585,34
34,0.6052379282799325,0.57391061859984,35
35,0.06961469781606688,0.3689477610814982,36
36,0.5890328445495037,0.5025264521763014,37
37,0.9902688123854422,0.292538870913711,38
38,0.2100013615999865,0.8334862078456955,39
39,0.419122737767026,0.5174978840528666,40
40,0.051865401771476916,0.8948690768166557,41
41,0.3756233355117591,0.42304168920536855,42
42,0.9492108149479179,0.7431136436311045,43
43,0.3941726360183001,0.8556516604982155,44
44,0.828097908649155,0.9371542332672158,45
45,0.3249884360650641,0.6806955383368113,46
46,0.6552773812688455,0.9685727050814029,47
47,0.2651082510677003,0.9519448810886847,48
48,0.9965677752762427,0.5069519632159095,49
49,0.14449331635831908,0.4866282246831162,50
50,0.8262128754423124,0.44914904438430747,51
51,0.9578284166647774,0.24766505747967593,52
52,0.9859355778893012,0.5184863359215739,53
53,0.44855698311424874,0.7274962444832536,54
54,0.14867548796795482,0.8824557573694216,55
55,0.08707201761545902,0.020264306426618584,56
56,0.05748969371697599,0.7013023760362995,57
57,0.1150071154415081,0.014974670493381415,58
58,0.7274559609947508,0.07920409657855876,59
59,0.39338564028446377,0.44066246140046483,60
60,0.07886774145503828,0.6874975409711982,61
61,0.43936970108640816,0.5620346666909569,62
62,0.8172386487394568,0.7509247406725467,63
63,0.30347423321237776,0.529789090382589,64
64,0.6943351323498225,0.9346050845456682,65
65,0.7595634429019464,0.04212075608995436,66
66,0.3170096771773633,0.8477688896763106,67
67,0.6725609946974709,0.7533040675734881,68
68,0.9905867455263567,0.0028464158915852966,69
69,0.1782849881545372,0.008898193804835475,70
70,0.6464104522467011,0.4801456618065988,71
71,0.2442842953108445,0.39553495101892266,72
72,0.24951605792485643,0.6546846634729849,73
73,0.34444321035538783,0.7256114723112269,74
74,0.6600953788363554,0.8389118243755523,75
75,0.5506235944497011,0.20828054032224863,76
76,0.9330505848961896,0.948001871614276,77
77,0.5645590325491853,0.42217199080486967,78
78,0.18348364226120872,0.9901353725577157,79
79,0.08782922469613419,0.6046701182611176,80
80,0.09966242645680867,0.6293696570612712,81
81,0.8313625599472771,0.3829196353018388,82
82,0.06644420175679377,0.035205808033876074,83
83,0.6717516649146088,0.5356224187251365,84
84,0.27467038224503226,0.09160371363624342,85
85,0.4688533309730628,0.04567036070103159,86
86,0.39218168866935876,0.10966086071114545,87
87,0.4826658258264256,0.19824276727425705,88
88,0.8264286791609323,0.007579344442485314,89
89,0.18557515771736288,0.7207880576996144,90
90,0.25202341108446724,0.32861299303115643,91
91,0.6063489229203545,0.43856832062555784,92
