,x,y,z,name
0,0.8862737930888311,0.5944065664051853,0.1365043345718998,1
1,0.9466519374837563,0.03432864823486392,0.40047918245096137,2
2,0.4905071608412146,0.44288046424661853,0.09197639229943899,3
3,0.11724636991562654,0.3738828792400153,0.07230672471193655,4
4,0.9864895919592533,0.5222134843668315,0.6897089295801153,5
5,0.9781658970745781,0.43915707379937086,0.9563165395277422,6
6,0.9764143980879554,0.10719982308484766,0.40262319859766127,7
7,0.4441646123407993,0.5853732508650522,0.023597564709545216,8
8,0.14270241678195406,0.22892587780250095,0.4631797164650897,9
9,0.3623363400729612,0.33588041752879694,0.4141018377788176,10
10,0.6031050583319417,0.16825227750101635,0.0023089540099981987,11
11,0.14147941475260917,0.8440944952496461,0.09469107682919109,12
12,0.30908689199890516,0.7607713183180002,0.08597424301502476,13
13,0.19402493233898344,0.3767568714653622,0.46975814180152886,14
14,0.518158677351364,0.039507229577628644,0.7240877212805429,15
15,0.612517602085695,0.05779680619209071,0.161734128714197,16
16,0.04680549770766096,0.8743643195729778,0.2380870435753064,17
17,0.6654297369831386,0.4323796117944998,0.3279005422687661,18
18,0.7453817523031815,0.7028553368750621,0.6273122672998758,19
19,0.6782975426522061,0.7190698342980852,0.8088655418100937,20
20,0.6271107919561408,0.12067918924498244,0.06049638782383038,21
21,0.3663617241571576,0.24888194861226598,0.02723741293042048,22
22,0.7295068334717731,0.09500225336074863,0.5466676050632069,23
23,0.321839854103119,0.924477297435894,0.511652654344571,24
24,0.24156537306143078,0.8713053269610525,0.9575676758498759,25
25,0.36325838597764615,0.7646171413438806,0.9825677261454256,26
26,0.9399261511378393,0.8523589054657694,0.5526914622947942,27
27,0.6021228136688741,0.5974362176644573,0.9531249484683273,28
28,0.31349371093119716,0.5099527164306796,0.2528923750457204,29
29,0.39494009744563574,0.9382394282604266,0.2993750354265454,30
30,0.8813020886111776,0.6047088127017982,0.18635526207437048,31
31,0.43667292476654695,0.9675146194446342,0.4312717249896366,32
32,0.939239701718843,0.948999030272354,0.18989405374847623,33
33,0.40041525689079693,0.8070339848405945,0.1192835709072162,34
