comm_cost,complexity
4.576552144885568e-12,4.578099226413393e-12
1.1534982491887468e-05,1.1538482824113986e-05
0.00015430134751552848,0.00015434801053832199
0.007341571119342635,0.0073436485008419915
1.399770909855549,1.4001543069951887
3.3195099232556,3.321474676831967
3.3198712317601844,3.3219022405989453
3.3198859288749234,3.3219253818762042
3.3198872515121964,3.321927804142106
3.319887376552207,3.321928064177243
3.319887388365447,3.321928091677642
3.3198873894823215,3.321928094554921
3.3198873895879246,3.3219280948531917
3.319887389597911,3.3219280948838725
3.3198873895988545,3.3219280948870065
3.3198873895989442,3.321928094887327
3.319887389598952,3.321928094887359
3.3198873895989527,3.3219280948873626
