complexity,accuracy,distortion
2.790670060689345e-12,2.5916554841682543e-12,2.894160032269747
1.2759609948670056e-11,1.1786279550996027e-11,2.8941600322605527
6.205706609352099e-11,5.788736130153702e-11,2.8941600322144514
1.718781851153169e-10,1.601140549962643e-10,2.8941600321122247
4.780951786101124e-10,4.4548102171242666e-10,2.894160031826858
9.77147811864536e-10,9.09813378141001e-10,2.8941600313625253
1.836091009868414e-09,1.7066300229638558e-09,2.894160030565709
3.5625938776651484e-09,3.30867286012338e-09,2.894160028963666
6.9132660536387005e-09,6.450973179232717e-09,2.894160025821366
1.0779612411084318e-08,1.0031742166287823e-08,2.8941600222405968
1.937422739378058e-08,1.80969085488212e-08,2.8941600141754305
2.714378084475044e-08,2.5226624154496905e-08,2.8941600070457145
4.1939732363238536e-08,3.9018744766858405e-08,2.894159993253594
6.798150621566702e-08,6.323749451918856e-08,2.8941599690348445
8.848254347318606e-08,8.187907597391211e-08,2.894159950393263
1.0685612087770642e-07,1.0055075843575281e-07,2.8941599317215805
1.3025310240500835e-07,1.2298400461970384e-07,2.894159909288334
1.5218200891286025e-07,1.428765200729759e-07,2.894159889395819
2.263068201759028e-07,2.131662766080831e-07,2.8941598191060622
2.603242390897638e-07,2.4487425064611954e-07,2.894159787398088
2.984235098777279e-07,2.792401677121879e-07,2.894159753032171
3.8602423048149075e-07,3.6358388326750776e-07,2.8941596686884554
4.814548491597753e-07,4.514832321568368e-07,2.8941595807891067
5.60435764934597e-07,5.270533427821754e-07,2.894159505218996
7.544080755351765e-07,7.103490797179842e-07,2.8941593219232593
8.905887711898157e-07,8.362116460823827e-07,2.8941591960606927
1.1291959010518268e-06,1.0699298113938711e-06,2.8941589623425275
1.2461123496508729e-06,1.1732254112601816e-06,2.894158859046928
1.3610010464612037e-06,1.2802966019887334e-06,2.894158751975737
1.6537757082812058e-06,1.5502737815006285e-06,2.8941584819985575
2.195703538294283e-06,2.064145878157829e-06,2.8941579681264606
2.6325473745671105e-06,2.4806057136591037e-06,2.894157551666625
2.7591364249933e-06,2.580675596208362e-06,2.8941574515967425
3.472085943707005e-06,3.276460795516211e-06,2.8941567558115433
4.145850593213357e-06,3.902098878808171e-06,2.89415613017346
4.932186250526117e-06,4.634654764978381e-06,2.894155397617574
5.160427627376733e-06,4.850472804238472e-06,2.8941551817995346
6.182215247272243e-06,5.793915911863148e-06,2.894154238356427
7.26963033436919e-06,6.840661265151339e-06,2.894153191611074
8.312715579939932e-06,7.834762900666707e-06,2.894152197509438
9.438003581394921e-06,8.870586006494142e-06,2.8941511616863322
1.1682036539969475e-05,1.1022205220803e-05,2.894149010067118
1.2984097323889678e-05,1.2197261982242171e-05,2.8941478350103567
1.4019167429663938e-05,1.3202958266359533e-05,2.8941468293140726
1.7495417282857124e-05,1.645627224431458e-05,2.8941435760000944
1.8647765734659023e-05,1.7484450181844152e-05,2.894142547822157
2.193292507433471e-05,2.0598021374361145e-05,2.8941394342509645
2.5713444994887228e-05,2.4191416508558948e-05,2.89413584085583
2.6429192690241368e-05,2.4813440379322467e-05,2.8941352188319596
2.9766205445352106e-05,2.7886811758088927e-05,2.894132145460581
3.816572039742065e-05,3.6102478435526197e-05,2.894123929793903
4.752316906196246e-05,4.512019490911399e-05,2.8941149120774297
5.222151790834602e-05,4.951313816178695e-05,2.894110519134177
5.9154142524750394e-05,5.621729687063387e-05,2.8941038149754683
6.456358373655154e-05,6.127159268258364e-05,2.894098760679656
6.644171171683259e-05,6.287885984786857e-05,2.894097153412491
8.161548344746461e-05,7.757665983804082e-05,2.8940824556125007
9.684567327971369e-05,9.196305472418558e-05,2.8940680692176146
0.00011012370942462776,0.00010459356855417075,2.8940554387037847
0.0001272121318863419,0.00012020821113982246,2.894039824061199
0.0001508986120870132,0.00014289739801835779,2.8940171348743204
0.00016716527194578066,0.00015878751418100989,2.894001244758158
0.00017744778645991164,0.0001681723644463368,2.8939918599078926
0.0002133756846685347,0.0002024545451431105,2.8939575777271958
0.00022109722806231013,0.000209656448522221,2.8939503758238168
0.00025957463646713653,0.0002469338135733095,2.8939130984587655
0.0003073986334359277,0.000291604500680646,2.8938684277716584
0.00031584916752004633,0.0002985595326315076,2.893861472739707
0.0003232370807618386,0.0003096524935125661,2.893850379778826
0.00034040944340919983,0.0003256089779342233,2.8938344232944044
0.00041638162857948486,0.0003972855625213397,2.8937627467098177
0.00045120288745573053,0.0004317865808306102,2.8937282456915083
0.0004693686045208699,0.00044755535590052084,2.893712476916438
0.0004931909214739168,0.00047073915952285713,2.893689293112816
0.0005744192674155603,0.0005491962889622828,2.8936108359833765
0.0006770839793523994,0.0006463984692775302,2.893513633803061
0.0007610043584399043,0.0007265153588254028,2.8934335169135132
0.0008956927764162864,0.0008563254704515972,2.893303706801887
0.0011154082130987453,0.0010674730715521268,2.893092559200787
0.001374474859779969,0.001316406136269772,2.8928436261360693
0.001410116577463336,0.0013471265243909123,2.892812905747948
0.0017472958641828187,0.0016750891852464667,2.8924849430870925
0.0021462686731234856,0.002069455054437326,2.8920905772179015
0.0022409508214504617,0.0021593951968120664,2.892000637075527
0.0025860591699447357,0.0024860797958402513,2.8916739524764985
0.0026993118735560307,0.00259226610595111,2.891567766166388
0.003107015811580989,0.00298175481678218,2.8911782774555568
0.003321452946577545,0.003194500925580712,2.890965531346758
0.0036636201195461527,0.00352758797988895,2.89063244429245
0.003913543529027366,0.003765404548873231,2.890394627723466
0.004240040658495326,0.004078520064267864,2.890081512208071
0.0051627099032745686,0.0049541038812802515,2.8892059283910587
0.005568151918374133,0.005382551860563437,2.8887774804117754
0.007236492246598662,0.007000248637216816,2.887159783635122
0.007939893773572793,0.0076724975794554545,2.8864875346928835
0.010538443434780541,0.010193242930339038,2.883966789342
0.011495906126884642,0.011159806245584448,2.883000226026754
0.017628635611171183,0.017030590080524512,2.8771294421918143
0.018494516115260845,0.017901636178575164,2.8762583960937635
0.020039182834832525,0.019423968184610674,2.8747360640877284
0.020202001565431532,0.019541603535422013,2.874618428736917
0.021677589628188207,0.020980008195666793,2.8731800240766723
0.026559762899447614,0.025728904256271494,2.8684311280160673
0.028765329668878233,0.027841914799866665,2.8663181174724723
0.035460919809042986,0.03440974402540621,2.8597502882469326
0.03684407676220928,0.03562228185228985,2.858537750420049
0.04023172858944002,0.03900654637418773,2.855153485898151
0.042839440403456414,0.04171562530250706,2.852444406969832
0.04492663717798498,0.043636738399649655,2.850523293872689
0.057952648304719585,0.056079556418533336,2.8380804758538054
0.05928102903263698,0.05762596270595916,2.8365340695663797
0.059593888243020324,0.05782162993027776,2.836338402342061
0.07410313179718248,0.07185655834670326,2.8223034739256354
0.07616736476776048,0.07401156501536497,2.820148467256974
0.09184657296135329,0.08927189070305208,2.804888141569287
0.09704136307792614,0.09430851788243459,2.7998515143899043
0.1112102878959462,0.10806969706643471,2.786090335205904
0.14267501536599955,0.13837582501179851,2.7557842072605405
0.16841521787518182,0.1636629370074434,2.7304970952648953
0.17317708753388983,0.1678192884062931,2.7263407438660456
0.18503599652282804,0.17928347867281594,2.714876553599523
0.22124571474831606,0.21449853611804928,2.6796614961542895
0.2241215726144982,0.21684530982087974,2.677314722451459
0.2658021234123942,0.25741388710343444,2.6367461451689045
0.27657228727390687,0.2680299706610437,2.626130061611295
0.32297647960158626,0.31300538283276463,2.5811546494395743
0.3428417240120117,0.3322373052138401,2.5619227270584988
0.3854363103640988,0.3729387493551786,2.52122128291716
0.43141309754342383,0.41632328076574765,2.477836751506591
0.46148205333357123,0.4455765340339538,2.448583498238385
0.5203640614021292,0.501995189326263,2.392164842946076
0.6129801498019793,0.5914612318831165,2.3026988003892224
0.6748675141767417,0.6524485159647824,2.2417115163075563
0.7951034539500363,0.7681379629557158,2.126022069316623
0.798087343075025,0.7707986816033445,2.1233613506689943
