complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.128368902342455,3.843382011719374,33.38016641906681,5.807736972715146,9.999986225459112e-05,6.002592920628974e-05,0.00031322173754548126,1.5080402010050251,0
