complexity,accuracy,distortion,mse
6.1650805,4.954294,0.15737629,0.3147869
6.1878753,4.958359,0.15331173,0.33066818
-5.722046e-06,-2.861023e-06,5.1116734,1666.5018
6.189354,4.968134,0.14353752,0.27298298
6.23203,4.974991,0.13667965,0.2729913
6.0901012,4.928336,0.18333435,0.36981606
6.248304,4.990329,0.121341705,0.23152432
6.208796,4.980812,0.13085842,0.24112159
