complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.9789734043691105,3.850228794891088,1.2614425331177532,5.731463543844832,0.0307530622929428,0.0195640642832583,2.1823514142703388e-05,1.2052609368708427,0
