complexity,accuracy,distortion,mse
5.4038534,3.9136066,0.2116518,61.519997
5.4038544,3.9249325,0.20032597,29.599998
-1.9073486e-06,-9.536743e-07,4.1252594,416.5
5.4038324,3.9444199,0.18083858,24.580002
5.3238554,3.8668613,0.2583971,38.28
5.268758,3.8376503,0.28760815,110.15999
5.255265,3.892393,0.23286533,80.408585
5.268758,3.8660245,0.25923395,82.04672
