complexity,accuracy,distortion,mse,trial
6.428759,6.427346,0.21508312,115.76000213623047,0
6.383856,6.382443,0.2599864,294.9599609375,1
6.428758,6.427331,0.21509838,124.28668212890625,2
6.2139726,6.212561,0.42986822,369.24761962890625,3
1.4016483,1.4015734,5.240856,1386.079935225062,4
0.066438556,0.06643856,6.5759907,1657.6048855809495,5
0.13287711,0.13287713,6.509552,1620.9099053693935,6
0.0,0.0,6.6424294,1666.4999114568345,7
