complexity,accuracy,distortion,beta,mse
1.4230394640435406e-10,1.4244072588098788e-10,4.616410832997756,1.0,1665.9607041160607
1.024448081921036e-09,1.0253575766228096e-09,4.616410832114839,1.000050505050505,1665.960702111075
6.666628138418673e-09,6.671861285667546e-09,4.616410826468336,1.0001010101010102,1665.960689287293
3.921540603357698e-08,3.924223790363613e-08,4.616410793897959,1.0001515151515152,1665.9606153090376
2.085185109024225e-07,2.0864010785714981e-07,4.616410624500089,1.00020202020202,1665.960230509696
1.002240905378926e-06,1.002724095755525e-06,4.616409830416101,1.0002525252525252,1665.9584265041476
4.35453088165616e-06,4.356190327570175e-06,4.616406476949869,1.0003030303030302,1665.9508072909737
1.710230387530487e-05,1.7107093736257184e-05,4.616393726046461,1.000353535353535,1665.9218338422284
6.071767448112553e-05,6.072854718297549e-05,4.616350104593014,1.0004040404040404,1665.8227059051035
0.0001948638416955,0.0001948790577426,4.616215954082454,1.0004545454545457,1665.5178425724393
0.0005653666123315,0.0005653536941636,4.615845479446033,1.0005050505050506,1664.6759933046192
0.0014831846926224,0.0014830013429047,4.614927831797292,1.0005555555555556,1662.591576031914
0.0035200604758589,0.0035192722761276,4.612891560864069,1.0006060606060605,1657.970969455771
0.0075667909760337,0.0075643462204553,4.608846486919742,1.0006565656565656,1648.8125774121747
0.0147676343849365,0.0147614317432491,4.601649401396948,1.0007070707070709,1632.5868786389017
0.0262740521607014,0.0262605704400176,4.590150262700179,1.0007575757575755,1606.848502641197
0.0428777474374157,0.0428519938785729,4.573558839261624,1.0008080808080808,1570.119827377655
0.0647060281574134,0.0646619641924601,4.551748868947737,1.000858585858586,1522.577907040399
0.091155020368685,0.0910863594024355,4.525324473737761,1.000909090909091,1466.1124916340052
0.1210819881601832,0.1209830475812161,4.495427785558981,1.000959595959596,1403.7421187851141
0.1531242758760012,0.15299058179734,4.463420251342857,1.001010101010101,1338.7709815733883
0.1859855499655331,0.1858140784135233,4.430596754726674,1.001060606060606,1274.1041698391628
0.2186060565329537,0.2183951713056195,4.398015661834577,1.001111111111111,1211.9051451583061
0.250217541456049,0.2499667607843587,4.366444072355838,1.001161616161616,1153.5525348831598
0.2803233703076646,0.280033079954995,4.336377753185202,1.0012121212121212,1099.7649444692531
0.3086455534991081,0.3083167379990428,4.308094095141154,1.0012626262626263,1050.7791982666301
0.3350660915202557,0.3347001141797374,4.2817107189604595,1.0013131313131314,1006.5166993988494
0.3595758478883635,0.3591742848673789,4.257236548272818,1.0013636363636362,966.7131443518031
0.382235014674686,0.381799536631231,4.234611296508966,1.001414141414141,931.0093937426927
0.4031447257569791,0.4026770168939837,4.213733816246213,1.0014646464646464,899.0103512933337
0.4224277321977201,0.4219294368242874,4.1944813963159095,1.0015151515151517,870.3205248902054
0.4402158282785109,0.4396885167093121,4.176722316430885,1.0015656565656563,844.5638197420487
0.456642044903699,0.45608719246251,4.160323640677687,1.0016161616161616,821.3932357258345
0.4718360888759054,0.4712550634660264,4.1451557696741705,1.0016666666666667,800.4944022387018
0.4859219305414157,0.4853159855728357,4.131094847567361,1.0017171717171718,781.5855410156707
0.499016777048336,0.498387047492324,4.118023785647873,1.0017676767676766,764.4154995422227
0.5112309125928309,0.510578412637555,4.105832420502642,1.0018181818181815,748.7608646707041
0.522668056152396,0.5219936774340326,4.094417155706164,1.0018686868686868,734.4227598176943
0.5334259998508237,0.5327305095964423,4.083680323543755,1.001919191919192,721.2236769053529
0.5435973635971507,0.5428814022891082,4.073529430851089,1.001969696969697,709.0045423020679
0.5532703468976745,0.5525344252905118,4.063876407849685,1.002020202020202,697.6221270608137
0.562529386504238,0.5617738820188141,4.054636951121383,1.0020707070707071,686.9468606650123
0.5714556461855107,0.5706807988864941,4.045730034253703,1.002121212121212,676.8610777077986
0.5801272780750573,0.5793331866127875,4.037077646527409,1.002171717171717,667.257707572903
0.5886194082824918,0.5878060263452536,4.028604806794943,1.002222222222222,658.0394011467644
0.5970038162980114,0.5961709502655879,4.020239882874609,1.0022727272727272,649.118071426248
0.6053483005908831,0.6044956091849905,4.0119152239552065,1.0023232323232325,640.4148043314101
0.6137157525813901,0.6128427493500599,4.003568083790137,1.0023737373737374,631.8600718854191
0.6221629966695623,0.6212690560948406,3.995141777045356,1.0024242424242424,623.394154084359
0.6307394916245954,0.6298238594862955,3.9865869736539015,1.0024747474747475,614.9676521070216
0.6394860224392538,0.6385478307946357,3.9778630023455617,1.0025252525252524,606.5419592924552
0.6484335343244592,0.6474718210868762,3.968939012053321,1.0025757575757577,598.089553142009
0.6576022646499169,0.6566159973049963,3.9597948358352006,1.0026262626262623,589.5939858204819
0.6670013095389518,0.6659894120830732,3.950421421057124,1.0026767676767676,581.0494836015906
0.6766287192090541,0.6755901010023173,3.94082073213788,1.0027272727272727,572.4601146103706
0.6864721553180022,0.6854057402820235,3.9310050928581735,1.0027777777777778,563.8385419411093
0.6965100748050652,0.6954148293148545,3.9209960038253424,1.0028282828282828,555.204435694358
0.7067133408779505,0.7055882988135895,3.910822534326607,1.002878787878788,546.5826621484944
0.7170471148833499,0.7158913986013751,3.900519434538822,1.0029292929292928,538.0013930809566
0.7274728606414218,0.7262856970433234,3.8901251360968736,1.002979797979798,529.4902797622472
0.7379502971897676,0.7367310285344999,3.879679804605697,1.003030303030303,521.0788162977497
0.7484391626134421,0.7471872521689704,3.8692235809712265,1.003080808080808,512.7949820674236
0.7589006925313591,0.7576157255291154,3.8587951076110816,1.003131313131313,504.66421146026175
0.7692987623773444,0.7679804429891348,3.848430390151062,1.0031818181818182,496.7086990782133
0.7796006845865708,0.778248829777823,3.838162003362374,1.0032323232323233,488.94701612243637
0.7897776846982651,0.788392215836792,3.828018617303405,1.003282828282828,481.39399184062296
0.7998051019158456,0.7983860349572538,3.818024798182943,1.0033333333333332,474.0608029943811
0.8096623701927061,0.8082098051516446,3.808201027988552,1.0033838383838385,466.9552126138186
0.8193328374979352,0.8178469477764416,3.7985638853637553,1.0034343434343431,460.0819041801251
0.8288034763122809,0.8272844983144356,3.7891263348257618,1.0034848484848484,453.4428660415653
0.8380645303023808,0.8365127536334587,3.7798980795067383,1.0035353535353535,447.0377909752467
0.8471091327024904,0.8455248911387532,3.770885942001444,1.0035858585858586,440.8644656827293
0.8559329227240529,0.8543165860496185,3.7620942470905785,1.0036363636363637,434.9191336512558
0.8645336782213899,0.8628856449606062,3.753525188179591,1.0036868686868683,429.19682177463324
0.8729109762886047,0.8712316673129905,3.7451791658272064,1.0037373737373736,423.6916263406906
0.8810658885465266,0.8793557415011666,3.7370550916390304,1.003787878787879,418.39695760962866
0.8890007145261993,0.8872601789967671,3.72915065414343,1.0038383838383838,413.3057444761865
0.8967187546316708,0.8949482879556054,3.721462545184591,1.0038888888888888,408.4106018854268
0.9042241235729324,0.9024241871817348,3.713986645958462,1.003939393939394,403.7039639588128
0.9115216058945492,0.9096926620534732,3.706718171086724,1.003989898989899,399.17818530415786
0.9186165574208776,0.91675906620058,3.699651766939617,1.0040404040404038,394.825611741864
