complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.128012125753376,3.8431387627121705,34.82011076134068,5.809379413489727,0.1678464912044826,0.0537907145549508,0.0004313904169011,1.5080402010050251,0.0222134374434439,0.0156802539296611,0.00031988813864847513,1.5080402010050251,0
