complexity,accuracy,distortion,mse,trial
2.7077553,1.6509624,0.26106453,0.6475047,0
2.9219284,1.6685791,0.24344873,1.6999999,1
2.188425,1.0096736,0.90235424,10.651218,2
2.602986,1.3386693,0.57335854,7.555213,3
2.6701083,1.2971764,0.6148515,4.4762225,4
2.4572482,1.4184198,0.49360752,6.64512,5
2.2897944,1.1433849,0.7686424,10.202876,6
1.9538741,1.1151338,0.7968936,4.8107853,7
