complexity,accuracy,distortion,mse,trial
0.089980125,0.08530617,1.8325596,1476.1887,0
0.08998203,0.08530617,1.8325596,1476.1887,1
0.08998108,0.085305214,1.8325605,1476.1887,2
0.089980125,0.08530617,1.8325596,1476.1888,3
0.089980125,0.08530617,1.8325596,1476.1887,4
0.08998108,0.08530617,1.8325596,1476.1888,5
0.08998108,0.085305214,1.8325605,1476.1887,6
0.08998108,0.085305214,1.8325605,1476.1887,7
