complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.117073177761631,3.835254788213287,34.31209770119328,5.862643929643025,0.1669286020972887,0.0546501097168639,0.0007221534496566,1.5010050251256282,0.975957122298092,0.5403905270827157,0.0009321230581915067,1.5010050251256282,0
