complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.969189721575721,3.8419182465126394,1.2697530815533309,5.773647301050736,0.0660593375497642,0.1500253226701881,0.00019937263268318898,1.2017934420653698,0
