complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.128140026841081,3.8432186381099456,34.17615345871018,5.808814994278821,0.1678581929097834,0.0537774449999299,0.0004100018312083,1.5080402010050251,0.0302568406504588,0.0216331370498449,0.00032482552478973553,1.5080402010050251,0
