complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,sender_delta,receiver_delta,round,run,min_distance_to_curve,min_epsilon,min_beta
0.2818371497020582,0.07201872346395,3.237315974507818,1673.6039784247566,0.0248895732272212,0.3702175064405859,,43.023221143343,43.46292704249056,1,1.0,0.14878478410156865,0.20952225382482048,1.0013131313131314
0.0919032409774835,0.0766784465761176,3.248360506743298,1653.4679014746594,0.0273730647010989,0.005170975235491,,20.009398317330763,19.947431752700915,2,1.0,0.014427327752921071,0.015152877350856584,1.001010101010101
0.2345851962586351,0.2133658216087148,3.3443155733945797,1615.4069594981152,0.0324703517302012,0.0036117641584442,,34.01123573565287,33.12998370174565,3,1.0,0.016751933164462093,0.020983951781936298,1.0012626262626263
0.660793266998775,0.6200285457523194,3.645963639913013,1476.241050563327,0.0513534624047161,0.0061503418215906,,52.24422539241483,46.61787222590274,4,1.0,0.02823052583990974,0.03976917317265706,1.0027272727272727
1.6380702505246774,1.5599198434623442,4.5004929090792665,1020.4630256755012,0.1133799900819104,0.0165522830112514,,55.946813554423024,46.08767133295581,5,1.0,0.05030198432050939,0.07061005100659973,1.0133333333333332
2.8048908424396757,2.6800181224041673,6.457629862989413,406.4763956738131,0.2162582841927635,0.034890412779948,,34.87381030428118,33.24464994498014,6,1.0,0.056058280292149806,0.07656883983617287,1.0764321608040202
3.480116134414102,3.3156126664233874,10.179406593524732,105.51523654491194,0.2926762452129977,0.0367237248913847,,16.45073881649441,19.737372418179714,7,1.0,0.03156160652240224,0.039434567217845586,1.2055276381909548
3.7487163695502854,3.556946873901053,16.377364643005407,25.43452005866351,0.3277134302455628,0.0367126912321793,,8.25060791656997,11.27467117709068,8,1.0,0.014680517980190069,0.013699729325387475,1.2969849246231155
3.850410055855031,3.641728007435416,23.533961605707233,11.357429516891264,0.3425503140173971,0.0390841421442736,,4.811821101954306,6.67959254394659,9,1.0,0.00713558171943077,0.006030062106164533,1.3391959798994977
3.898790397446021,3.6800315845834977,28.91963190429427,8.223708495916963,0.3500816239449962,0.0408572971973519,,3.1209903595340833,4.230840733179494,10,1.0,0.003898504710652854,0.003432779624759895,1.3673366834170855
3.9249853012322062,3.7002992295503905,32.08064342989994,7.218492578286288,0.3541737828010071,0.0416837577101203,,2.309599719847361,2.581335828384044,11,1.0,0.002952178434104864,0.0022302516543647967,1.3814070351758794
3.939472780297676,3.71126332768745,32.946691293950316,6.94320437699645,0.3564158572904089,0.0419220189770405,,1.895299477494353,1.4481691634154887,12,1.0,0.0014017625577092817,0.0017269593584196908,1.3884422110552763
3.947969169245848,3.717595330874282,33.38539897202085,6.870047298392764,0.3577499543775022,0.0418645230852339,,1.6323808972356122,1.0062622846174951,13,1.0,0.005143435999544183,0.001503375789490157,1.3954773869346735
3.953499964009369,3.721725640355952,33.61660978274666,6.833957220842209,0.3586246790852377,0.0416769219057013,,1.4641380169640985,0.8587460781386893,14,1.0,0.002193262295199414,0.0013364374203185627,1.3954773869346735
3.957374242819734,3.724634854892896,33.78057243523023,6.809890795086268,0.3592393389339972,0.0414449650054445,,1.3405023740373092,0.7612831937137092,15,1.0,0.006819621467672746,0.0012035335901176654,1.3954773869346735
3.9602606691994904,3.726812375280483,33.86384364135564,6.7925131857996055,0.3596984489747963,0.0412091645465917,,1.2403210411064394,0.6871074580997738,16,1.0,0.004975260105495822,0.0010844445578598262,1.4025125628140704
3.962526088746907,3.728526665143724,33.86586632861711,6.779237863714506,0.3600594585992331,0.0409866977137197,,1.1586996698948056,0.6267791480286775,17,1.0,0.0022074664786953086,0.0009854126306128115,1.4025125628140704
3.964377930624945,3.72993014755062,33.866915880475226,6.768630145221209,0.3603548817196075,0.0407835278258948,,1.0866693904026032,0.5747027218601588,18,1.0,0.0007813920756555092,0.0009023047623390252,1.4025125628140704
3.965937884479864,3.731112828346012,33.86740647830291,6.759861805354751,0.3606038277719441,0.0406005405495359,,1.0200205974769256,0.5282625356013501,19,1.0,0.002323782816120987,0.0008318805671936411,1.4025125628140704
3.9672806133833127,3.7321303788023936,33.86756427272834,6.752432158198108,0.360818056935459,0.0404365235104295,,0.958342070794612,0.4874823774458763,20,1.0,0.003957103045030926,0.0007717039975426434,1.4025125628140704
3.9684542896662567,3.733019027107529,33.86751691996193,6.746022767196821,0.3610051893351562,0.040289556356775,,0.9011633666974426,0.4515375093114592,21,1.0,0.0054102848722737545,0.000719894031016005,1.4025125628140704
3.9694916534188174,3.733803593058717,33.867339276502186,6.740420299385692,0.3611704312103358,0.040157624070104,,0.8481272937257842,0.4202956791363963,22,1.0,0.006701139994855397,0.0006749747539941741,1.4025125628140704
3.9704160908798,3.734501922096408,33.867077034118594,6.735474591072502,0.3613175224666611,0.0400388616412713,,0.7987184508467394,0.3944215224311777,23,1.0,0.007155896035900313,0.0006335679885854629,1.4095477386934674
3.971245063499426,3.735127401482748,33.8667591885972,6.731075195717055,0.3614492705875694,0.039931630425055,,0.7532119609393084,0.3719111898275929,24,1.0,0.0061185447003786605,0.0005962010846178918,1.4095477386934674
3.9719921038491552,3.735690435920064,33.8664047949265,6.7271378206961385,0.3615678612285543,0.0398345223323155,,0.7111793340476975,0.3524035385071148,25,1.0,0.005184510119237789,0.0005631524925645739,1.4095477386934674
3.972668019654345,3.7361993455258737,33.86602675036304,6.72359618025574,0.3616750457281602,0.0397463367271599,,0.6727169801253128,0.3352173001053652,26,1.0,0.004340272363585963,0.0005337696077271329,1.4095477386934674
3.973281648928056,3.736660934294005,33.86563399465791,6.720396898780654,0.3617722590353314,0.039666050068303,,0.6378470671017741,0.3194728046889407,27,1.0,0.003574870497521113,0.0005075185418008831,1.4095477386934674
3.9738403529892903,3.737080864669077,33.865232840657534,6.717496187898531,0.3618606971017404,0.0395927865697892,,0.6056944024706605,0.3049099397496412,28,1.0,0.002879350768484573,0.000483959318905893,1.4095477386934674
3.974350351344027,3.7374639141251023,33.86482780885999,6.7148575920918,0.3619413698471064,0.0395257927563818,,0.5766444560357068,0.2914729434646376,29,1.0,0.002246501468597864,0.0004627268774708331,1.4095477386934674
3.9748169578080272,3.7378141573712167,33.86442216737774,6.712450402128633,0.3620151388550774,0.0394644164399606,,0.5504633863450199,0.279061117475303,30,1.0,0.0016709767261684622,0.00044351638121754416,1.4095477386934674
3.975244752756488,3.73813510001051,33.86401829013057,6.710248501539047,0.362082745155726,0.0394080897232739,,0.5262769489463764,0.2674666919491846,31,1.0,0.0011504779130635371,0.00042607176240127653,1.4095477386934674
3.975637712622565,3.738429779422491,33.86361789926925,6.708229503976309,0.3621448303261727,0.0393563153615531,,0.5036362131223345,0.2567059538603444,32,1.0,0.0006919776927818209,0.00041017671173671833,1.4095477386934674
3.975999309831897,3.738700842803226,33.863222232146,6.706374092457268,0.3622019529239808,0.0393086558073946,,0.4825262040719569,0.246658756006537,33,1.0,0.00035754241528875523,0.0003956475365527183,1.4095477386934674
3.976332591659279,3.738950608813269,33.86283215837883,6.704665502906116,0.3622546015519829,0.0392647243569967,,0.4627969945073347,0.2371697780436883,34,1.0,0.0004075180668059644,0.000382327457522051,1.4095477386934674
3.9766402436298662,3.7391811171434455,33.86244826362072,6.703089113588973,0.3623032054198268,0.0392241779300988,,0.44432482288346,0.228198925228572,35,1.0,0.000713638391024477,0.0003700820226997505,1.4095477386934674
3.976924641295184,3.739394168958448,33.862070910987796,6.701632114065125,0.3623481429975267,0.0391867111212725,,0.4269488917963545,0.2197714769953309,36,1.0,0.0010437550463017115,0.00035879539628264355,1.4095477386934674
3.977187893063533,3.739591360303512,33.86170028739794,6.7002832350615185,0.3623897491831639,0.039152051246958,,0.4105882963385056,0.2120133109714899,37,1.0,0.0013606949583402973,0.0003483673378552246,1.4095477386934674
3.9774318760076,3.7397741099798143,33.86133643960262,6.699032525840844,0.3624283212926217,0.0391199541801549,,0.3952411848512442,0.2048495727030884,38,1.0,0.0016586020394281872,0.0003387107306057218,1.4095477386934674
3.977658266062411,3.7399436830007176,33.86097930304082,6.697871169146518,0.3624641241016625,0.0390902008156198,,0.3807797321682743,0.1981714296495712,39,1.0,0.001936957889512332,0.00032974954894465276,1.4095477386934674
3.9778685636759334,3.740101210467923,33.860628725541524,6.696791326254418,0.3624973941164629,0.0390625940462484,,0.3670071918416906,0.1919759034608859,40,1.0,0.0021965616263953124,0.0003214171801026357,1.4095477386934674
3.978064115727088,3.740247706512905,33.86028448717707,6.695786006404439,0.362528343209772,0.039036956159243,,0.3539361018426707,0.1862693833984154,41,1.0,0.002438575131679714,0.0003136550323748479,1.4095477386934674
3.978246134347184,3.7403840828082378,33.85994631710197,6.694848956155161,0.3625571617310898,0.0390131265813076,,0.3414536745460868,0.1808870644066621,42,1.0,0.002664230665142849,0.0003064113766110695,1.4095477386934674
3.9784157131486815,3.740511161048939,33.859613907917414,6.693974565150764,0.3625840211774429,0.0389909599174794,,0.3295606874153496,0.1757329410740563,43,1.0,0.002874728626238271,0.0002996403783264948,1.4095477386934674
3.978573841265151,3.7406296837246487,33.85928692792035,6.69315778550836,0.3626090764944402,0.0389703242397462,,0.3182367669955672,0.1707652672310129,44,1.0,0.0030712008410957196,0.0002933012861370479,1.4095477386934674
3.97872141552919,3.740740323441995,33.85896503148901,6.692394062590381,0.3626324680639787,0.0389510995903467,,0.3074752429216542,0.1660219859242967,45,1.0,0.0032546992485412026,0.0002873577489821936,1.4095477386934674
3.978859251054829,3.7408436910088625,33.85864786779438,6.69167927536303,0.3626543234243981,0.0389331766712998,,0.2972779676417322,0.1615488662176054,46,1.0,0.0034261951121817573,0.0002817772395203844,1.4095477386934674
3.978988090443511,3.7409403424541487,33.85833508799391,6.69100968488682,0.3626747587604946,0.0389164556967596,,0.2875721050605483,0.1573157561007127,47,1.0,0.0035865826545768724,0.00027653056552743704,1.4095477386934674
3.979108611795579,3.7410307851270534,33.8580263510465,6.690381889757877,0.3626938801941993,0.0389008453885726,,0.278283957909292,0.153263324644412,48,1.0,0.003736684420137877,0.0002715914543395178,1.4095477386934674
3.97922143568017,3.741115482996646,33.857721328280476,6.6897927875326735,0.362711784901627,0.0388862620981998,,0.2693985305976084,0.1493125840390641,49,1.0,0.003877257121642766,0.0002669361980572571,1.4095477386934674
3.979327131194267,3.741194861254488,33.85741970684358,6.68923954133445,0.3627285620783596,0.0388726290401689,,0.2609226535751825,0.1454762816584333,50,1.0,0.0040089973846838415,0.0002625433495034934,1.4095477386934674
3.979426221224763,3.741269310309475,33.85712119216406,6.688719550965309,0.3627442937719918,0.0388598756236541,,0.2528677844566818,0.1417287428919834,51,1.0,0.00413254712185646,0.0002583934605364614,1.4095477386934674
3.9795191870147217,3.741339189253429,33.8568255095516,6.688230427941898,0.3627590555989183,0.0388479368698322,,0.245179198530954,0.1380504279919351,52,1.0,0.004248498428313779,0.0002544688559831163,1.4095477386934674
3.9796064721253224,3.741404828867953,33.85653240506622,6.68776997394221,0.3627729173608123,0.038836752903511,,0.2378251525819655,0.1344514596589786,53,1.0,0.004357397973653734,0.0002507534375713303,1.4095477386934674
3.979688485876853,3.741466534236416,33.856241645779846,6.687336162203781,0.3627859435750489,0.0388262685083341,,0.2307878485137663,0.1309150164185227,54,1.0,0.004459750908883108,0.00024723251315304985,1.4095477386934674
3.9797656063451665,3.741524587019029,33.85595301955008,6.68692712145587,0.362798193932228,0.0388164327357101,,0.224047602397835,0.1274893738666392,55,1.0,0.004556024329907922,0.00024389264745410227,1.4095477386934674
3.9798381829830465,3.741579247443342,33.85566633441728,6.686541122005595,0.3628097236928538,0.038807198558598,,0.2175988616310304,0.1241884648619446,56,1.0,0.004646650349230786,0.00024072153129868495,1.4095477386934674
3.979906538928521,3.741630756056953,33.855381417725525,6.68617656363426,0.362820584034016,0.0387985225623624,,0.2114601168203892,0.1209989476718501,57,1.0,0.004732028830197508,0.00023770786652689059,1.4095477386934674
3.979970973054826,3.741679335283101,33.8550981150555,6.685831964997412,0.3628308223555973,0.0387903646660893,,0.2056026862835522,0.1179060384826718,58,1.0,0.0048125298361788825,0.00023484126474516637,1.4095477386934674
3.9800317618085934,3.7417251908142024,33.854816289043505,6.685505954261247,0.3628404825541134,0.0387826878689539,,0.199969407465777,0.1149001068970443,59,1.0,0.004888495842107558,0.00023211215788514493,1.4095477386934674
3.980089160874885,3.7417685128721008,33.85453581814694,6.685197260747899,0.3628496052708444,0.0387754580173773,,0.1945525253512487,0.1119786926561543,60,1.0,0.004960243748924317,0.00022951171920948174,1.4095477386934674
3.980143406700197,3.74180947735843,33.85425659540286,6.684904707401865,0.3628582281195186,0.038768643589745,,0.1893641628014711,0.1091627518241636,61,1.0,0.005028066734473089,0.0002270317934405099,1.4095477386934674
3.980194717897435,3.741848246913211,33.853978527213954,6.684627203927244,0.3628663858975202,0.0387622154963406,,0.1843699028660414,0.1064913210519062,62,1.0,0.005092235967009096,0.00022466483491751676,1.4095477386934674
3.9802432965508032,3.741884971895548,33.85370153218545,6.684363740479476,0.3628741107834764,0.0387561468928418,,0.179595506448183,0.103935304641802,63,1.0,0.005153002201148274,0.00022240385265252923,1.4095477386934674
3.980289329433647,3.7419197912962208,33.853425540027416,6.684113381824343,0.3628814325231652,0.0387504130062441,,0.1750144686652214,0.101473795264484,64,1.0,0.00521059727046638,0.00022024236173325625,1.4095477386934674
