complexity,accuracy,distortion,mse,gNID,eps,beta,run
5.019778903531773,4.724343171854754,1.9630637353578615,4100.421006205956,0.14285280851442927,0.21327736973762512,0.7956171035766602,0
4.560287643275132,4.299624553148437,2.3877823540641785,6593.804270925853,0.18862998769724626,0.23942255973815918,0.7523415684700012,1
5.648398202563346,5.300035829740345,1.3873710774722705,1000.0765478706992,0.09495919266724206,0.07633788138628006,0.9653902649879456,2
6.187907126329238,5.711181371814623,0.976225535397992,1573.782928942711,0.07687955366405252,-0.010622375644743443,1.3249099254608154,3
7.103957094266779,6.280238706688895,0.4071682005237207,212.6565912067171,0.04936890104809044,-0.06959619373083115,2.1637892723083496,4
7.617995269680378,6.495603284479685,0.1918036227329302,21.96725657859017,0.030826671434239117,-0.0397496297955513,2.696410894393921,5
7.831043546964457,6.570257914368565,0.1171489928440507,1.2008088387602134,0.022159256461086296,-0.025820273905992508,3.0459439754486084,6
7.869674946163338,6.582099135134856,0.1053077720777597,1.1804656394901754,0.01806378750809523,-0.017560657113790512,3.0526018142700195,7
7.75059770362931,6.545128062778154,0.1422788444344611,1.2497799087715755,0.024927872711569043,-0.029862407594919205,2.8761708736419678,8
7.058099287256844,6.250413029134073,0.4369938780785425,2.0744799449190054,0.05065144809011579,-0.06569252163171768,2.1138558387756348,9
