complexity,accuracy,distortion,mse
5.2049284,4.4221277,0.6895437,2.3326344
4.8120494,4.33745,0.77422047,2.3278522
-5.722046e-06,-2.861023e-06,5.1116734,1666.5015
4.844591,4.3518524,0.7598181,2.2297342
5.1233606,4.3581047,0.7535658,2.5884285
5.493326,4.5317793,0.5798912,2.2011192
5.5460405,4.4943047,0.61736584,2.5353215
5.673727,4.507535,0.6041355,2.9260473
