run_num,iteration,is_final_iteration,complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_epsilon,min_epsilon_beta,min_gnid,gnid_beta
0,1,False,0.2818371497020582,0.07201872346395,3.237315974507818,1673.6039784247566,0.9999977007774987,0.37021750644058593,0.20952225382482048,1.0013131313131314,0.9447555911950428,1.0008080808080808
0,2,False,0.0501686442279361,0.040650335127272896,3.225527481330091,1673.1006719179659,0.9999977014890877,0.09481668519617402,0.00948666866512236,1.0008080808080808,0.8425654517563519,1.0007070707070707
0,3,False,0.03504243366197635,0.03125045423141337,3.2205440152790077,1672.730459982512,0.9999977020019305,0.06852786836322206,0.003771451201418295,1.0007070707070707,0.7671647812048975,1.0006565656565656
0,4,False,0.02847261934250689,0.02632583363315355,3.217648514480194,1672.4215201504417,0.9999977024259736,0.05626960651800727,0.0021306239109866606,1.0006565656565656,0.7108992309438066,1.0006565656565656
0,5,False,0.024603632349075255,0.023181478510180042,3.2157022940999984,1672.1496387435318,0.9999977027977329,0.048793178961700046,0.0014085306177714892,1.0006565656565656,0.6957843462352511,1.0006565656565656
0,6,False,0.021981846793810433,0.020951120501329967,3.214278964967071,1671.9037070123773,0.9999977031335441,0.04362710752982924,0.0010187559084257583,1.0006060606060605,0.6963903849939449,1.0006565656565656
0,7,False,0.020053367718887216,0.019261283254614625,3.2131787223675334,1671.6775721479555,0.9999977034422181,0.039786886902541736,0.0007812821474952444,1.0006060606060605,0.6969909480222478,1.0006565656565656
0,8,False,0.01855583856277221,0.01792149361134321,3.212294134910423,1671.4673508578974,0.9999977037291952,0.036790204188938296,0.0006244496783561437,1.0006060606060605,0.697588636377031,1.0006565656565656
0,9,False,0.017347208246002666,0.01682340690691575,3.2115617977387974,1671.270361386651,0.9999977039981756,0.034368743616273796,0.0005146381255638902,1.0006060606060605,0.6981844396546302,1.0006565656565656
0,10,False,0.01634324158791678,0.015900445502772698,3.2109416562616193,1671.0846337013168,0.9999977042518522,0.03235975419229812,0.0004342409677192295,1.0006060606060605,0.6987787944807073,1.0006565656565656
0,11,False,0.015490545406516176,0.015109240016968783,3.21040704373012,1670.9086564969232,0.9999977044922794,0.03065808683709448,0.000373266744673358,1.0006060606060605,0.6993719130482243,1.0006565656565656
0,12,False,0.014753482460610812,0.014420204335918285,3.209939443747783,1670.7412332210206,0.9999977047210786,0.029192443258413848,0.0003256859140679803,1.0006060606060605,0.6999639041423544,1.0006565656565656
0,13,False,0.014107256597275963,0.013812379610680381,3.2095255467630257,1670.581393627867,0.999997704939563,0.027912587925873433,0.00028767619078831874,1.0006060606060605,0.7005548250243732,1.0006565656565656
0,14,False,0.013534011870108387,0.013270444661053205,3.20915550525575,1670.4283361115406,0.9999977051488165,0.026782001534655084,0.0002566926726759125,1.0005555555555556,0.7011447049886539,1.0006565656565656
0,15,False,0.013020513918622356,0.012782898440224955,3.2088218528381165,1670.2813883087315,0.9999977053497486,0.025773435666204818,0.00023102606025882292,1.0005555555555556,0.6961600801359316,1.0006060606060605
0,16,False,0.012556710856083342,0.012340910138194161,3.208518809058014,1670.1399791604317,0.9999977055431324,0.024866105896961747,0.00020946882504907022,1.0005555555555556,0.6838562885678161,1.0006060606060605
0,17,False,0.012134806477691384,0.011937566272067102,3.2082418175137857,1670.003618490482,0.9999977057296315,0.024043855147245666,0.00019114257396040228,1.0005555555555556,0.6717575107854123,1.0006060606060605
0,18,False,0.011748643958854998,0.011567362680500182,3.207987230127345,1669.8718817017912,0.9999977059098215,0.023293914904013314,0.00017539806230383793,1.0005555555555556,0.6598421517645464,1.0006060606060605
0,19,False,0.011393284306882023,0.011225852554657578,3.207752085848129,1669.7443980674125,0.9999977060842056,0.02260604757350932,0.00016174584858433494,1.0005555555555556,0.6480925202727357,1.0006060606060605
0,20,False,0.01106471073849491,0.01090939677828473,3.207533952067247,1669.6208416145564,0.9999977062532264,0.021971939018171995,0.00014981049608610777,1.0005555555555556,0.6364939365905653,1.0006060606060605
0,21,False,0.010759616720479315,0.010614983097143593,3.207330808714026,1669.5009239214544,0.9999977064172756,0.021384759577347503,0.00013929956177579104,1.0005555555555556,0.6250340702737307,1.0006060606060605
0,22,False,0.010475250968113414,0.010340092679365753,3.2071409620523434,1669.3843883526517,0.9999977065767025,0.02083884114018995,0.00012998212044279078,1.0005555555555556,0.6137024418620065,1.0006060606060605
0,23,False,0.010209302082927252,0.010082599994658992,3.2069629795575176,1669.2710053938076,0.99999770673182,0.020329435775117827,0.00012167358730663704,1.0005555555555556,0.6024900456774565,1.0006060606060605
0,24,False,0.009959811330666923,0.009840696565365903,3.2067956400257316,1669.1605688387938,0.9999977068829087,0.019852532712526808,0.00011422479335231141,1.0005555555555556,0.591389060698329,1.0006060606060605
0,25,False,0.00972510575737573,0.009612832114465064,3.2066378948689547,1669.052892645535,0.9999977070302224,0.019404717760295485,0.00010751399054734872,1.0005555555555556,0.5803926265810362,1.0006060606060605
0,26,False,0.009503746245021816,0.009397668589194552,3.206488837743837,1668.947808322163,0.9999977071739913,0.018983064031206916,0.00010144091268790886,1.0005555555555556,0.5694946711854825,1.0006060606060605
0,27,False,0.009294486703177895,0.009194043847637445,3.2063476804722746,1668.8451627377106,0.999997707314424,0.018585046086791766,9.592230315170207e-05,1.0005555555555556,0.5586897735684158,1.0006060606060605
0,28,False,0.009096241672649441,0.009000942689842972,3.2062137337689585,1668.744816275573,0.9999977074517117,0.018208471808355053,9.088850539302828e-05,1.0005555555555556,0.5479730561136418,1.0006060606060605
