complexity,accuracy
0.013663769,0.013664246
0.013663292,0.013663292
0.013663292,0.013664246
0.013663769,0.013663769
0.013664722,0.013664246
0.013663769,0.013663292
0.013663292,0.013664246
0.013663292,0.013662815
0.013663292,0.013663769
0.013663292,0.013664246
0.013663769,0.013664722
0.013663769,0.013663769
0.013662815,0.013663292
0.013663292,0.013664722
0.013663292,0.013664722
0.013663769,0.013663769
0.013663292,0.013662338
0.013663292,0.013663769
0.013663769,0.013663769
0.013663292,0.013663292
0.013663769,0.013664722
0.013663292,0.013664246
0.013662815,0.013662338
0.013663292,0.013663292
0.013663292,0.013663292
0.013663292,0.013663769
0.013663292,0.013663292
0.013663292,0.013663769
0.013663769,0.013664246
0.013663769,0.013663769
0.013663292,0.013663292
0.013663769,0.013662815
0.013663292,0.013663292
0.013662815,0.013662815
0.013663292,0.013663769
0.013663292,0.013663292
0.013663769,0.013663292
0.013663292,0.013663292
0.013664246,0.013663769
0.013663769,0.013664722
0.013664246,0.013664246
0.013663769,0.013664722
0.013663292,0.013664246
0.013663292,0.013663769
0.013664246,0.013664246
0.013663292,0.013663769
0.013663769,0.013664722
0.013663769,0.013663769
0.013664246,0.013663292
0.013663292,0.013662815
0.013663292,0.013663769
0.013664246,0.013664246
0.013663769,0.013662815
0.013662815,0.013663769
0.013663769,0.013663769
0.013663769,0.013663769
0.013663769,0.013662815
0.013663769,0.013663769
0.013663769,0.013664246
0.013664246,0.013664246
0.013662815,0.013663292
0.013663769,0.013663292
0.013663769,0.013663292
0.013663292,0.013663292
0.013663292,0.013663292
0.013663769,0.013664246
0.013664246,0.013664722
0.013663769,0.013662815
0.013663292,0.013664722
0.013663292,0.013663769
0.013663769,0.013663769
0.013663292,0.013662815
0.013662815,0.013662338
0.013663292,0.013663769
0.013663292,0.013662815
0.013663769,0.013662815
0.013662338,0.013664246
0.013663292,0.013662815
0.013663292,0.013662815
0.013663292,0.013663769
0.013663292,0.013663292
0.013663769,0.013662815
0.013663292,0.013664246
0.013662815,0.013663292
0.013662815,0.013662815
0.013662815,0.013663292
0.013663769,0.013663769
0.013662815,0.013663292
0.013662815,0.013663292
0.013663292,0.013663292
0.013662815,0.013663769
0.013662338,0.013662815
0.013664246,0.013663292
0.013662815,0.013662815
0.013663292,0.013663292
0.013663769,0.013663292
