complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.220403452368636,3.1752298733297977,1.93644145480663,14.742672885221294,0.0290971454710546,0.0187799604992394,4.4029382592690136e-05,1.0678949395750656,0
