complexity,accuracy
2.0329905,1.0113287
2.0329905,1.0113277
2.032991,1.0113277
2.032991,1.0113282
2.032991,1.0113277
2.0329905,1.0113277
2.0329905,1.0113287
2.0329905,1.0113282
2.032991,1.0113287
2.0329905,1.0113282
2.0329905,1.0113277
2.0329905,1.0113287
2.9219284,1.7106948
2.9219284,1.7106953
2.9219282,1.7106953
2.9219284,1.7106953
2.9219282,1.7106953
2.9219282,1.7106953
2.9219284,1.7106948
2.9219282,1.7106953
2.9219284,1.7106953
2.9219284,1.7106948
2.9219282,1.7106948
2.9219282,1.7106948
2.5461373,1.4725351
2.5461373,1.4725361
2.546137,1.4725351
2.5461373,1.4725366
2.5461373,1.4725356
2.5461373,1.4725361
2.5461373,1.4725361
2.546137,1.4725356
2.5461373,1.4725356
2.5461373,1.4725356
2.546137,1.4725361
2.5461373,1.4725361
2.7219286,1.4539127
2.7219286,1.4539137
2.7219286,1.4539132
2.7219284,1.4539127
2.7219284,1.4539127
2.7219286,1.4539127
2.7219284,1.4539127
2.7219281,1.4539127
2.7219281,1.4539132
2.7219286,1.4539127
2.7219281,1.4539132
2.7219286,1.4539127
2.6464396,1.5348663
2.6464396,1.5348654
2.6464396,1.5348654
2.6464396,1.5348663
2.6464396,1.5348644
2.6464396,1.5348654
2.6464393,1.5348659
2.6464396,1.5348649
2.6464396,1.5348649
2.6464393,1.5348649
2.6464393,1.5348654
2.6464396,1.5348654
2.4016814,1.2035141
2.4016817,1.2035141
2.4016814,1.2035141
2.4016814,1.2035141
2.4016817,1.2035141
2.4016817,1.2035136
2.4016812,1.2035141
2.4016817,1.2035146
2.4016817,1.2035141
2.4016812,1.2035141
2.4016814,1.2035146
2.4016814,1.2035141
2.5333905,1.2619567
2.53339,1.2619562
2.5333898,1.2619572
2.53339,1.2619576
2.53339,1.2619567
2.53339,1.2619572
2.53339,1.2619572
2.53339,1.2619567
2.53339,1.2619576
2.5333905,1.2619572
2.53339,1.2619572
2.53339,1.2619576
2.4383605,1.4086866
2.4383602,1.4086862
2.43836,1.4086862
2.4383607,1.4086866
2.43836,1.4086862
2.4383602,1.4086866
2.4383602,1.4086866
2.43836,1.4086862
2.43836,1.4086871
2.4383602,1.4086857
2.4383602,1.4086866
2.4383597,1.4086866
