complexity,accuracy
2.0329905,0.9360609
2.9219284,1.5816536
2.5461373,1.42207
2.7219284,1.5146742
2.6464393,1.2171292
2.4016814,1.4093215
2.5333905,1.6644139
2.4383602,1.2005577
