comm_cost,complexity
4.458752210336175e-12,4.4640457265004e-12
1.2009959506181846e-05,1.2025624650271059e-05
0.00017659146597324163,0.00017683288213018197
0.007772506875909513,0.007782518922367081
1.2744111556700415,1.2758706669221014
3.312921491716227,3.320343509108958
3.313961409825953,3.3217154985491906
3.3140753104003333,3.321895897142566
3.3140901167262413,3.3219231033247945
3.3140921439396545,3.3219273315212994
3.314092421451868,3.321927979263624
3.31409245950628,3.321928077533363
3.314092464723763,3.3219280923019023
3.3140924654391233,3.321928094504387
3.3140924655372674,3.32192809483092
3.3140924655507384,3.3219280948790813
3.314092465552588,3.321928094886152
3.314092465552842,3.3219280948871868
3.3140924655528745,3.3219280948873373
3.31409246555288,3.321928094887359
3.314092465552883,3.321928094887362
3.314092465552883,3.3219280948873626
