comm_cost,complexity
1.5726988827495229e-12,1.7428888757579525e-12
3.282863737182166e-06,3.552022246054124e-06
0.00019236798950512122,0.00020618428696245918
0.0026033705397394765,0.002750888983095372
0.14186196412049418,0.14942057425081562
1.1422688879937628,1.2522068190085023
1.4739877075070993,1.6986606350430191
1.655562507259307,1.9896646189914837
1.7837717554479149,2.229550591414854
1.8955211717149678,2.4655375765915992
1.9917096966612007,2.691082674474472
2.062894922519629,2.875272870275169
2.111526799098532,3.012984877233554
2.142749752765507,3.109115728960708
2.1621172716742176,3.1737287686752524
2.1735510882811107,3.2146707377509633
2.1818916616525006,3.246565306665816
2.187086676764016,3.2677985741643556
2.1904932883595873,3.2825901769645
2.192784091287455,3.293114274519948
2.1943462872769555,3.300682915571693
2.1954289822447977,3.3061987607860277
2.1961843781533243,3.3102353847616923
2.1967169695946405,3.3132138453369966
2.1970943116459587,3.315417877574617
2.197363202973576,3.3170552477295443
2.197555601019154,3.3182746103889658
2.1976929553466094,3.319179129095891
2.1977931356608464,3.3198636757878246
2.197865157684475,3.3203737480804314
