complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.1275782226607145,3.842832561368761,37.097785471248464,5.811508933450424,0.0519539776393126,0.0325651510664194,0.00033836329865606337,1.5080402010050251,0
