complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.219961026242739,3.174807026787004,1.9368643012600248,14.748721982964014,0.0432340387015208,0.0268476806292522,5.257818743436375e-05,1.0678949395750656,0
