complexity,accuracy,distortion,mse
5.9427314,4.893655,0.21801567,0.43968242
5.9564614,4.9091988,0.20247269,0.37239087
-3.8146973e-06,-3.8146973e-06,5.1116743,1666.5017
6.036135,4.9349327,0.17673779,0.32607794
5.9558816,4.903054,0.20861626,0.38692722
5.911885,4.8674917,0.24417877,0.5111021
5.937207,4.875937,0.23573446,0.47332624
5.9990034,4.89184,0.21983051,0.45294094
