accuracy,complexity
5.5948957154292404e-14,9.770712623925616e-14
4.193383100788552e-08,7.295150591794737e-08
9.234312007728345e-07,1.6064728948068647e-06
3.8095477560619e-05,6.627461167596511e-05
8.088649090739577e-05,0.00014071994741039596
0.0007508870048481847,0.001306601689053884
0.00644833326235135,0.011240220473951188
0.07706107299503216,0.13753324854369092
0.16330930179674666,0.3021550800102441
0.23732400068800705,0.45602321771794224
0.28865304540963627,0.5738314245355187
0.3183882400751708,0.6505495051096696
0.3377029878323327,0.7063209971916994
0.3525697529494843,0.7537349797555761
0.3652884270661642,0.7983563538245678
0.3772447867974334,0.842643573308764
0.3865769158475773,0.8800306162881852
0.39764947293597,0.9260175719028081
0.4069502026117493,0.9665368708563823
0.41538936362648715,1.0067629803572342
0.4235459926336646,1.0456082171100534
0.43097370679597363,1.0833536511392614
0.43695871529781805,1.1149231940772466
0.44227272444668664,1.145792263547795
0.4477084115526629,1.1760026676103361
0.45275484954484524,1.2064283126997812
0.457074515178664,1.23342769896304
0.46100060588886954,1.2596090994506435
0.4644758156661408,1.28318157792227
0.46798305905747484,1.3082998076847407
