complexity,accuracy
5.713808,3.435213
5.6630726,3.4328146
5.7632923,3.443739
5.7164164,3.44026
5.9031067,3.447565
5.890687,3.4497862
5.8251534,3.4466705
5.8071866,3.4486694
5.7606635,3.442484
5.7699013,3.4456005
5.8588486,3.4505892
5.88039,3.4517927
5.746858,3.4450006
5.688816,3.4380999
5.8174562,3.4490738
5.862075,3.4495373
5.710567,3.4402637
5.714095,3.4386225
5.86668,3.4529324
5.859146,3.4499683
5.7468166,3.4436855
5.8656726,3.4513865
5.7477684,3.4409504
5.8861103,3.4481506
5.828617,3.447626
5.8157125,3.4461498
5.7740536,3.443594
5.835634,3.4498386
5.831214,3.447424
5.84995,3.4500732
5.733465,3.4412956
5.9020624,3.4523087
5.684612,3.441946
5.759497,3.4453897
5.786065,3.4454327
5.772206,3.445733
5.794308,3.4475956
5.720132,3.437563
5.7532883,3.4413567
5.737139,3.4366016
5.835853,3.4496183
5.8797174,3.4524593
5.632859,3.4384527
5.6666365,3.4348497
5.633606,3.4379253
5.7776437,3.4455233
5.7250013,3.4418116
5.6029224,3.425395
5.741757,3.442728
5.7918906,3.4466896
5.759095,3.444706
5.7227077,3.440052
5.7118406,3.4435244
5.71485,3.440114
5.8081884,3.4461517
5.7647634,3.4434538
5.763514,3.442524
5.716456,3.4390125
5.680304,3.4387941
5.5777197,3.4339972
5.858141,3.4488115
5.7224855,3.4413147
5.736971,3.4396362
5.77437,3.4473743
5.788971,3.445447
5.7953696,3.4484577
5.740423,3.4436436
5.705365,3.4422283
5.803651,3.444892
5.918149,3.4540987
5.732036,3.4417458
5.7771907,3.447609
5.7903795,3.449006
5.740125,3.4405231
5.7883854,3.4479218
5.7599506,3.443366
5.759691,3.4443731
5.82867,3.44936
5.7877693,3.4489117
5.6846395,3.4404926
5.7654285,3.4461317
5.7068787,3.4387598
5.740368,3.4443808
5.856633,3.4526653
5.7356424,3.440714
5.9082365,3.453269
5.719733,3.4425602
5.825701,3.449624
5.623211,3.4336376
5.714418,3.4427252
5.6370616,3.436572
5.711418,3.443715
5.7337503,3.447894
5.687293,3.4422874
5.8135166,3.4494963
5.6739917,3.443922
5.717845,3.4439335
5.7318435,3.4422083
5.6771884,3.4418974
5.617906,3.4373465
5.8227634,3.4490366
5.6861424,3.441495
5.6669216,3.4388733
5.671131,3.4418507
5.7348,3.4445066
5.6232715,3.4407768
5.762898,3.4498758
5.7534037,3.4453297
5.7167206,3.4443789
5.6797867,3.441164
5.798885,3.4487085
5.7394786,3.4480162
5.7411675,3.4463835
