complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.679345675854421,3.5165115122315846,32.499726395319335,9.15397616385062,0.0283370126705153,0.0198309505594809,3.559447408120296e-05,1.2688442211055277,0
