complexity,accuracy,distortion,mse,run
0.3350660914070609,0.3346839569292879,3.1851917862602543,,0
0.1531242758322584,0.15296413389863162,3.191756244748953,,1
0.2502175413780652,0.2499442946385919,3.1850835371166117,,2
0.5112309123880632,0.5105742725794382,3.240058293035197,,3
1.2610884906843172,1.2573129599068054,3.4896468316669536,,4
2.3301699342619706,2.306624301105,3.518109400571766,,5
3.0817749505177563,3.009689735068825,2.085294280313811,,6
3.388969758855417,3.278405590844372,1.8755892875027618,,7
3.560336706119875,3.4211060732544425,1.749771301270349,,8
3.6227191523387052,3.47153483721031,1.6743704701003725,,9
3.6614518030344367,3.5024040232245675,1.6256915648721781,,10
3.698176894138358,3.5313485953645714,1.5788757241198006,,11
3.7158491451994724,3.5451613462716782,1.556280690847289,,12
3.7158491451994724,3.5451613462716782,1.556280690847289,,13
3.7158491451994724,3.5451613462716782,1.556280690847289,,14
3.733091251781122,3.5585641933811356,1.53430379188015,,15
3.733091251781122,3.5585641933811356,1.53430379188015,,16
3.733091251781122,3.5585641933811356,1.53430379188015,,17
3.733091251781122,3.5585641933811356,1.53430379188015,,18
3.733091251781122,3.5585641933811356,1.53430379188015,,19
3.733091251781122,3.5585641933811356,1.53430379188015,,20
3.733091251781122,3.5585641933811356,1.53430379188015,,21
3.733091251781122,3.5585641933811356,1.53430379188015,,22
3.733091251781122,3.5585641933811356,1.53430379188015,,23
3.733091251781122,3.5585641933811356,1.53430379188015,,24
3.733091251781122,3.5585641933811356,1.53430379188015,,25
3.733091251781122,3.5585641933811356,1.53430379188015,,26
3.733091251781122,3.5585641933811356,1.53430379188015,,27
3.733091251781122,3.5585641933811356,1.53430379188015,,28
3.733091251781122,3.5585641933811356,1.53430379188015,,29
3.733091251781122,3.5585641933811356,1.53430379188015,,30
3.733091251781122,3.5585641933811356,1.53430379188015,,31
3.733091251781122,3.5585641933811356,1.53430379188015,,32
3.733091251781122,3.5585641933811356,1.53430379188015,,33
3.733091251781122,3.5585641933811356,1.53430379188015,,34
3.733091251781122,3.5585641933811356,1.53430379188015,,35
3.733091251781122,3.5585641933811356,1.53430379188015,,36
3.733091251781122,3.5585641933811356,1.53430379188015,,37
3.733091251781122,3.5585641933811356,1.53430379188015,,38
3.733091251781122,3.5585641933811356,1.53430379188015,,39
3.733091251781122,3.5585641933811356,1.53430379188015,,40
3.733091251781122,3.5585641933811356,1.53430379188015,,41
