complexity,accuracy,distortion,mse,sender_delta,receiver_delta,round,run,min_distance_to_curve,min_epsilon,min_beta
7.14782278006254e-05,1.9906775824196643e-05,3.19986556531257,1666.2305754174863,0.7206800941181337,1.2968249101977631,1.0,1.0,4.221618794503143e-05,5.1552777070049844e-05,1.0003030303030302
2.708394860029273e-05,2.1981419880745537e-05,3.1999446366560633,1665.8303241681267,0.3629573705622433,0.5404529122035491,2.0,1.0,1.1108208081356806e-05,5.09642728288645e-06,1.0002525252525252
7.575313756191804e-05,6.750986699088912e-05,3.2000517127069306,1665.5422776384494,0.6713384194496821,0.7319768253152708,3.0,1.0,1.6493982187181978e-05,8.223300629884394e-06,1.0003030303030302
0.0002451727456342,0.0002261211571408,3.200215471170335,1665.2839751851463,1.2688085984315451,1.2846784551123116,4.0,1.0,5.922038998791169e-05,1.897577588591629e-05,1.0003535353535353
0.0008410601473496,0.0007898636185785,3.200645704000826,1664.9615985028647,2.4176097889379364,2.419811519328838,5.0,1.0,0.00035554413426684516,5.0892238923326165e-05,1.0004040404040404
0.0029774860988744,0.0028281651673953,3.202088976455317,1664.2791467727052,4.632416609488188,4.628535549127405,6.0,1.0,0.0008786444049218302,0.00014807189388822687,1.0004545454545455
0.0107421178269113,0.0102839436748869,3.2072870755693677,1662.1005523654435,8.8950994827757,8.874581463461302,7.0,1.0,0.004180778746125546,0.00045284980667411294,1.0005555555555556
0.0391364240123515,0.0376852210495055,3.226374363701526,1653.9442221182132,16.983757802271928,16.82920470377088,8.0,1.0,0.006379109846845661,0.0014277820383896585,1.0007070707070707
0.1419731278690097,0.1373154966054173,3.2963103355165173,1621.9484856468182,31.462937727490512,30.32915076478331,9.0,1.0,0.019236849992861717,0.004531799231223714,1.001111111111111
0.4907772063975795,0.476148028473041,3.542581807205584,1496.7133412519024,51.72284349680133,46.092918211449195,10.0,1.0,0.010374253757409385,0.014013799033137812,1.0018181818181817
1.396469748095317,1.3554344761707338,4.303338102064236,1102.4219713951552,58.31715231728043,49.181999785881466,11.0,1.0,0.026280386288989394,0.03615698561308304,1.0092929292929291
2.620251187421914,2.532010192820218,6.209205306251835,507.772711095142,36.84878741831441,37.82496153657749,12.0,1.0,0.03753005031577946,0.05153285207518163,1.058492462311558
3.365393207479789,3.2248438813843663,10.12195789490066,174.69314980026684,20.321533525332477,24.967838782687483,13.0,1.0,0.0298633446770092,0.03348961347894478,1.17035175879397
3.703975409196392,3.5187191024284097,17.054971387507415,52.84218301885747,13.043798643407856,15.133445720564616,14.0,1.0,0.013897052663028625,0.01717426104442747,1.2758793969849247
3.881796108300236,3.662537099193539,25.12987727800239,14.40537194428713,8.568886956637115,8.86711423076475,15.0,1.0,0.009968080626477211,0.008457972886918625,1.3603015075376885
3.979971645229466,3.737181522325701,29.367569044192585,7.780962626079461,5.749909672279649,5.388643790466651,16.0,1.0,0.004446542397247729,0.004733131094705757,1.4095477386934674
4.035458728474799,3.777592892124373,31.322922070806925,6.564602177730451,4.118845837816733,3.501983507424342,17.0,1.0,0.0026001856812084578,0.0031622203358603776,1.4447236180904524
4.067398232870691,3.8003407263105218,32.72482359859698,6.187896306325802,3.146990915112629,2.3434720259630706,18.0,1.0,0.0019935201706328693,0.002352094302164336,1.4658291457286432
4.0860318502021915,3.81349089390837,33.36545202731574,6.032403968985786,2.4983605607855344,1.6306543046371158,19.0,1.0,0.0033589592801614664,0.001856240957020139,1.4798994974874373
4.0971539250864755,3.8213253342655418,33.609669325616544,5.964133546760067,2.0351310674348193,1.2398514744824431,20.0,1.0,0.0021604939745310187,0.0015231098476755028,1.4869346733668343
4.104029377158163,3.826176780566751,33.67578376174052,5.925932087551766,1.6889704288463092,0.9928680491786528,21.0,1.0,0.005616773294896089,0.0012920653838575887,1.4939698492462312
4.108468329723856,3.829318359667658,33.69659850506309,5.901928489390603,1.428123526033272,0.8264667548518237,22.0,1.0,0.0009353411072394784,0.001121732702636748,1.4939698492462312
4.111473950406959,3.831451574405003,33.705499817863426,5.886072477480164,1.226646249734862,0.7099028891774164,23.0,1.0,0.0037020118344872543,0.0010003528658553047,1.4939698492462312
4.11361087926325,3.83297139166749,33.70781324628423,5.875071389335446,1.069158944450325,0.6246320125881734,24.0,1.0,0.005806427337670388,0.0009088661015508464,1.5010050251256282
4.115203744069969,3.83410555257103,33.70631739446602,5.867065595601116,0.9526927005176956,0.5649252525757166,25.0,1.0,0.0038656177889919243,0.0008359040481521192,1.5010050251256282
4.116443743436854,3.834988716858584,33.70256864403736,5.8609741453270825,0.8618638359058552,0.5186337239802995,26.0,1.0,0.0023711996141956146,0.0007788524958170481,1.5010050251256282
4.117446323415551,3.8357025210886135,33.69748176149246,5.856151171125318,0.7896647353734092,0.4798906311093854,27.0,1.0,0.001214988919255412,0.0007329873878529624,1.5010050251256282
4.118282940285541,3.836297685126483,33.69161788338131,5.852200502509996,0.7308681402202297,0.4465076597285281,28.0,1.0,0.0005790753372515716,0.0006951944819811773,1.5010050251256282
4.118998938459695,3.836806502481842,33.68533399676971,5.848872840649961,0.6802557823214809,0.4169044651949324,29.0,1.0,0.0010164605122734737,0.0006633896363539954,1.5010050251256282
4.119623843614978,3.8372500627462127,33.67886375703405,5.8460072102394856,0.6375871521237069,0.3910324628674019,30.0,1.0,0.0017037886341539086,0.0006361538644544552,1.5010050251256282
4.120177417042163,3.837642517437887,33.67236308770694,5.843496822808339,0.6003886006149219,0.3678759619135228,31.0,1.0,0.002353598411961962,0.0006125010208212575,1.5010050251256282
