complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.191795372800666,2.1728116230246197,15.167904856448253,60.996217109143174,0.9440860596424004,0.0042666138321176,0.0004724224580648,1.0310552763819096,0.0516037444516276,0.0164618513033117,4.709505265273552e-05,1.0310552763819096,0
