comm_cost,complexity
2.100556435360004e-12,2.2855547504372344e-12
5.017827643223128e-06,5.358780266802426e-06
0.00021750022403187877,0.0002302490364612711
0.003998897227203812,0.0041826582417898
0.24330848377364853,0.2526799100109472
1.7311039256814322,1.8729176667050436
2.2406723044057406,2.5677223559966076
2.480450895325796,2.948658186338915
2.5799189921711463,3.1317321153276363
2.620490748620593,3.2166988191212917
2.641379893338131,3.2655739999707105
2.6513250238507053,3.2913820843360098
2.6561698144212738,3.305178663205202
2.6585727566043875,3.3126258761907024
2.6597846058540022,3.3166856212514513
2.660410594000176,3.31893908159513
2.660741433083156,3.320212457302544
2.6609188360959126,3.3209393959747597
2.6610147162070166,3.3213560666105777
2.661067385959058,3.3215980162336347
2.6610961971638245,3.321737532152616
2.66111202131299,3.3218180919845373
2.6611207301841073,3.321864591684704
2.661125536634034,3.3218914484598727
2.661128192895709,3.3219069502778074
2.6611296632901693,3.321915896493916
2.6611304783592744,3.32192105792109
2.6611309307878983,3.321924035251623
2.661131182260572,3.3219257525697916
2.6611313222241986,3.321926743136505
