complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.9816978738922426,3.7429978121915664,34.2637340034959,6.675654908945741,0.3631118172135643,0.0386040661414412,0.0007244906290424,1.4095477386934674,0.0405050255967407,0.0228806587622036,0.00014150969191231567,1.4095477386934674,0
