run_num,iteration,is_final_iteration,complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_epsilon,min_epsilon_beta,min_gnid,gnid_beta
0,1,False,0.2818371497020582,0.07201872346395,3.237315974507818,1673.6039784247566,0.16166380358896698,0.37021750644058593,0.20952225382482048,1.0013131313131314,0.9447555911950428,1.0008080808080808
0,2,False,0.05875190443166467,0.049098705655916675,3.2311271254161635,1591.7388869360534,0.16780424768273824,0.06885048953557887,0.009613968432511227,1.000909090909091,0.7020724916479311,1.0007070707070707
0,3,False,0.09014197581047867,0.0857866265405498,3.258332856240688,1516.1814704078765,0.17759732863008265,0.059085748376441455,0.004285209479931156,1.001010101010101,0.5754728341728148,1.0007575757575757
0,4,False,0.2247833656511915,0.22092577194673169,3.3546099910811193,1398.2104970298528,0.2049110186246405,0.06731009252085077,0.003634531278603723,1.0012626262626263,0.45101565512777575,1.000959595959596
0,5,False,0.5987236641761502,0.5929102871063634,3.64356028284627,1121.1127269855128,0.28348203206658723,0.07028795403015266,0.004975876844202864,1.0023737373737374,0.3268545198624636,1.0013131313131314
0,6,False,1.2771316371507346,1.2664863520859821,4.3932489910009345,624.3698638341136,0.4388300355366998,0.06376713208535097,0.006753231128974453,1.0075252525252525,0.15901779322442977,1.0042424242424242
0,7,False,1.9095404267739085,1.891966152094426,6.028981089906978,242.99872807299002,0.5900325682683156,0.060228874215652255,0.005600474309735999,1.0204040404040404,0.023144911950254476,1.0156060606060606
0,8,False,2.274266473771167,2.2494014424686757,9.066850333937992,95.8522183555051,0.6793909666604881,0.054086958497539674,0.0032927840844614777,1.034924623115578,0.004224620942184232,1.032110552763819
0,9,False,2.480588363541454,2.4488819202146104,13.448895774490325,50.38411504665692,0.7287816877820682,0.045466405423501645,0.0020041160150008307,1.0475879396984924,0.003171052418296627,1.046532663316583
0,10,True,2.6145952097241167,2.5767568336052236,17.6486314059407,36.64157306600623,0.7589452765938735,0.03688868562359114,0.0014412184505264223,1.0577889447236182,0.002471051940972635,1.0574371859296483
