complexity,accuracy,distortion,mse,trial
4.6377726,4.6377735,2.0060825,2.8843212,0
4.642683,4.642683,2.001173,2.8706958,1
4.642457,4.642458,2.001398,2.8719223,2
4.6324253,4.6324253,2.0114307,2.8980014,3
4.497775,4.497775,2.146081,3.3724132,4
3.246633,3.2466335,3.3972225,18.817213,5
2.1910439,2.191043,4.452813,93.23986,6
2.205926,2.205926,4.43793,81.24155,7
