complexity,accuracy,distortion,mse
6.3963075,4.8641224,0.2475481,203.18333
6.3438563,4.8116837,0.29998684,106.80999
-7.6293945e-06,-3.8146973e-06,5.1116743,1666.5018
6.4038563,4.8773346,0.2343359,270.03
6.4238553,4.89167,0.22000027,279.40018
6.4038563,4.8716707,0.23999977,173.25003
6.281209,4.7546883,0.35698223,275.52356
6.3363075,4.804123,0.30754757,268.07333
