complexity,accuracy,distortion,mse,gNID,eps,beta,run
5.300419864778503,4.921775249450944,1.7656316577616715,3281.432056392772,0.13976663872466155,0.23410163819789886,0.852208137512207,0
4.2399464482571165,3.960050104483857,2.7273568027287585,8412.41177887277,0.2542543579855736,0.29198357462882996,0.7390260100364685,1
5.055506536925861,4.6935916189481866,1.9938152882644289,4608.987862527818,0.16600809368159308,0.288219153881073,0.8022748231887817,2
5.904272242719422,5.439167926285956,1.2482389809266596,1352.7305864678722,0.0987592098270681,0.08751747012138367,1.1218478679656982,3
7.065264502137589,6.270585356838398,0.4168215503742178,44.870916547009266,0.050700127460246214,-0.0771200954914093,2.137158155441284,4
7.636498945401582,6.505321856984295,0.18208505022832,1.3287161888382486,0.03163942660139163,-0.04285375773906708,2.7496731281280518,5
7.836351159246773,6.571840204868447,0.1155667023441679,1.197432952369189,0.022562996546295566,-0.026271063834428787,3.0692460536956787,6
7.920819962944607,6.594609839567511,0.0927970676451046,1.1623897478443397,0.017610953774692573,-0.01734159141778946,3.2356903553009033,7
7.892137618496825,6.587316173373781,0.1000907338388348,1.172160324838554,0.019864632083988032,-0.021496407687664032,3.1924149990081787,8
4.9351825970969045,3.675210792873113,3.012196114339502,8370.007131331684,0.3905303361279253,0.09017396718263626,2.306931257247925,9
