complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.459817870365028,4.222074103793384,0.8895972242528476,3.3972565735098743,0.157543234517091,0.1594325979235862,0.0008369274636938482,1.4040979245380092,0
