complexity,accuracy,distortion,mse,sender_delta,receiver_delta,round,run
7.094691696352129e-07,2.7955155346148786e-07,5.1116710484477395,1666.3741517757423,0.05486932359017284,0.860757796489201,1.0,1.0
1.925042845130065e-07,1.5537785813535265e-07,5.111671172621435,1660.781800959303,0.011670534994414108,0.6400478220854046,2.0,1.0
1.3363051110104607e-07,1.1894361051645319e-07,5.111671209055682,1655.2815665296735,0.005861008519508919,0.6221752162931365,3.0,1.0
1.0814352435772889e-07,9.979755510869381e-08,5.111671228201738,1649.8477153957567,0.0037793028852033516,0.618831439715077,4.0,1.0
9.307078485676357e-08,8.751720947941521e-08,5.111671240482083,1644.470326842337,0.0027380102900836263,0.6156202454844646,5.0,1.0
8.281381269625854e-08,7.877315155724318e-08,5.111671249226141,1639.1443228556432,0.002125874757400531,0.6124324630576681,6.0,1.0
7.524687717364031e-08,7.213431985064744e-08,5.111671255864973,1633.8666365303036,0.0017255688287812695,0.6092220841324377,7.0,1.0
6.936568297533086e-08,6.687162290575088e-08,5.11167126112767,1628.6352081262173,0.0014448968703786955,0.6059887601555606,8.0,1.0
6.46259668002358e-08,6.256902551626808e-08,5.111671265430267,1623.4485483780588,0.001238876924774885,0.6027324977825971,9.0,1.0
6.0703317927846e-08,5.896911048353104e-08,5.111671269030182,1618.3055204086538,0.001081493140528288,0.5994535452445819,10.0,1.0
5.739038755336878e-08,5.590263718602273e-08,5.111671272096656,1613.2052194489097,0.0009574944987853808,0.5961523150755601,11.0,1.0
5.4547438566032724e-08,5.325300733716176e-08,5.111671274746286,1608.1469013401877,0.0008574390363690221,0.5928293337781411,12.0,1.0
5.207627751246946e-08,5.0936817430624615e-08,5.1116712770624755,1603.1299374675334,0.0007751642254268509,0.5894882522535454,13.0,1.0
4.990555524386764e-08,4.8892594861627003e-08,5.111671279106698,1598.153784980157,0.0007065359525610763,0.5863067908608933,14.0,1.0
4.7981941975194786e-08,4.7073818620901875e-08,5.111671280925474,1593.217966334722,0.0006485403183087747,0.5831400124705433,15.0,1.0
4.6264673869700346e-08,4.544456544408604e-08,5.1116712825547275,1588.3220547789801,0.0005987870179266271,0.579951391383322,16.0,1.0
4.4721948810888534e-08,4.3976573493864635e-08,5.111671284022719,1583.4656637630194,0.0005556799363122446,0.5767416786217323,17.0,1.0
4.332854430799671e-08,4.2647238629456297e-08,5.111671285352054,1578.648439030711,0.0005180082292289782,0.5735116454485398,18.0,1.0
4.206416193142104e-08,4.143826259905836e-08,5.11167128656103,1573.8700525908146,0.00048490496628007806,0.5702620793713198,19.0,1.0
4.091224603541832e-08,4.033462985830738e-08,5.111671287664663,1569.1301980382136,0.0004556558172283155,0.566993780896201,20.0,1.0
3.9859155975818794e-08,3.932390413297071e-08,5.111671288675389,1564.4285868655877,0.0004296788044049014,0.5637075607444795,21.0,1.0
3.889352484520714e-08,3.839567774832631e-08,5.111671289603615,1559.7649455154205,0.00040648708650820563,0.5604042373429567,22.0,1.0
3.800581183099894e-08,3.754117727794437e-08,5.111671290458116,1555.1390129947508,0.0003856362623618787,0.5570846344783945,23.0,1.0
3.7187941615002273e-08,3.6752936694028904e-08,5.111671291246356,1550.5505389241996,0.0003668112954729654,0.5538790472779758,24.0,1.0
3.643301127453924e-08,3.6024585980953816e-08,5.111671291974707,1545.9992819267422,0.0003498364875083159,0.5507235671357815,25.0,1.0
3.573511087040515e-08,3.535061487980329e-08,5.111671292648678,1541.485008285605,0.00033447964028062056,0.5475516194771545,26.0,1.0
3.5089126271259374e-08,3.4726275188745603e-08,5.111671293273018,1537.007490817774,0.0003205370390118867,0.544364006047349,27.0,1.0
3.449063257221496e-08,3.414741911456076e-08,5.111671293851874,1532.5665079220507,0.00030783901145530965,0.5411615264225375,28.0,1.0
3.3935759091718865e-08,3.361043532379426e-08,5.111671294388858,1528.1618427697715,0.0002962260730449331,0.5379449767073691,29.0,1.0
3.3421112988207824e-08,3.3112133479562544e-08,5.111671294887159,1523.7932826131596,0.00028559571516819336,0.5347151483405828,30.0,1.0
3.294371353490533e-08,3.264971581984355e-08,5.111671295349577,1519.4606181914546,0.0002758322004775774,0.5314728270159834,31.0,1.0
3.2500924618261706e-08,3.222070255048948e-08,5.11167129577859,1515.1636432189448,0.0002668973335050555,0.5282187917229991,32.0,1.0
3.2090415658103666e-08,3.182288565994895e-08,5.111671296176407,1510.9021539420646,0.0002587003475470473,0.524953813907402,33.0,1.0
3.171010654057227e-08,3.1454302273914436e-08,5.111671296544991,1506.6759487551221,0.00025115744608702854,0.5216786567492013,34.0,1.0
3.1358139196413504e-08,3.111320090454228e-08,5.111671296886092,1502.4848278660893,0.0002442060868167867,0.5184939643406611,35.0,1.0
3.1032863390123566e-08,3.079800592331594e-08,5.111671297201287,1498.3285930053794,0.00023779832179067484,0.5153720966528443,36.0,1.0
3.073278520560052e-08,3.050730690290493e-08,5.111671297491986,1494.2070471717288,0.0002318741266798107,0.5122397974927992,37.0,1.0
3.045656526978746e-08,3.02398301954554e-08,5.111671297759463,1490.1199944102486,0.00022638026890591488,0.509097785774783,38.0,1.0
3.020300098910411e-08,2.999443360351961e-08,5.111671298004859,1486.0672396185091,0.0002212889147125193,0.5059467717088445,39.0,1.0
2.997100168045108e-08,2.977007085291916e-08,5.111671298229222,1482.0485883771303,0.00021653996930220618,0.502787456481593,40.0,1.0
2.9759581465782503e-08,2.9565809356313366e-08,5.111671298433484,1478.063846801901,0.0002121163928533107,0.4996205319881064,41.0,1.0
2.956784150853764e-08,2.9380792909705633e-08,5.1116712986185,1474.1128214148466,0.0002079965631037288,0.49644668060903613,42.0,1.0
2.9394978895425083e-08,2.9214245245157144e-08,5.111671298785048,1470.1953190320642,0.00020418016725225717,0.4932665750271555,43.0,1.0
2.9240252885642803e-08,2.9065466478073176e-08,5.111671298933826,1466.3111466664066,0.0002006429115485979,0.4900808780778936,44.0,1.0
2.9102988463591828e-08,2.8933808238207348e-08,5.111671299065485,1462.46011144337,0.00019735232814370451,0.48689024262880565,45.0,1.0
2.8982574562519403e-08,2.881868077508898e-08,5.111671299180612,1458.6420205287463,0.00019428864269872836,0.48369531148343886,46.0,1.0
2.8878456959091636e-08,2.8719560063450444e-08,5.111671299279733,1454.8566810667803,0.00019144404501964668,0.48056093303204317,47.0,1.0
2.8790118733468262e-08,2.8635952276090393e-08,5.111671299363341,1451.1039001277259,0.0001888082954641223,0.47750902957159846,48.0,1.0
2.8717098032871036e-08,2.8567416876512652e-08,5.111671299431876,1447.3834846638247,0.000186362894437353,0.47445243375925383,49.0,1.0
2.865897386072902e-08,2.8513536420859964e-08,5.1116712994857565,1443.6952414728541,0.0001840942220072972,0.4713917482723204,50.0,1.0
2.861535008946703e-08,2.8473941426909732e-08,5.1116712995253515,1440.038977168464,0.00018199440415410557,0.4683275663198941,51.0,1.0
2.85858767767877e-08,2.844829438686247e-08,5.1116712995509985,1436.4144981566383,0.00018004965645901372,0.4652604715828741,52.0,1.0
2.8570227073032584e-08,2.8436279109200768e-08,5.111671299563014,1432.821610617663,0.00017825239672064272,0.46219103816463114,53.0,1.0
2.85681043266095e-08,2.8437616705900837e-08,5.111671299561676,1429.2601204930602,0.00017658910102752792,0.4591198305509909,54.0,1.0
2.85792403076357e-08,2.8452049605220964e-08,5.111671299547243,1425.7298334770007,0.0001750467282037177,0.4560474035783404,55.0,1.0
2.860338454979683e-08,2.847933444627415e-08,5.1116712995199585,1422.2305550117537,0.00017361893753717848,0.4529743024089045,56.0,1.0
2.864031856120164e-08,2.851926161895335e-08,5.111671299480031,1418.7620902867793,0.00017229521713888092,0.44990106251237616,57.0,1.0
2.868983628445676e-08,2.857163394764939e-08,5.111671299427659,1415.3242442411038,0.00017107980453447656,0.44682820965328807,58.0,1.0
