complexity,accuracy,distortion,mse,sender_delta,receiver_delta,gNID,eps,beta,run
1.9618720692449187e-07,1.9607163892487733e-07,5.111671131927654,1148.4202743544324,0.000296120922899502,0.14656825433952214,,,,0
