complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.62355407470957,4.335260854869842,0.7764104730690544,2.916379184215899,0.0814584561378408,0.0489912925920606,0.00033299651498950347,1.5089633048492863,0
