complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.426362150710167,2.4125372433582033,2.699134084743619,43.32088866293993,0.0625301979270992,0.0861941375142544,4.796558280218575e-05,1.0227270901520287,0
