complexity,accuracy,distortion,mse
2.9219215,1.7106953,0.20133209,0.50000644
3.1219285,1.7120442,0.19998312,3.6000001
4.7683716e-07,0.0,1.9120278,16.500004
3.1219275,1.7242908,0.18773651,0.90000093
3.3219285,1.9120274,4.7683716e-07,4.4610786e-12
2.9219282,1.5142756,0.39775133,9.699999
2.9219284,1.7962141,0.11581373,0.2
2.9219282,1.5758352,0.3361926,6.8
