complexity,accuracy,distortion,mse,trial
0.995379,0.30867052,3.816588,414.56674,0
0.9426832,0.4164281,3.7088304,390.21872,1
-4.7683716e-07,9.536743e-07,4.1252575,416.50015,2
0.9953785,0.3255849,3.7996736,415.99667,3
0.9814539,0.40407228,3.7211862,412.81442,4
0.9709511,0.35461378,3.7706447,416.4966,5
0.9709511,0.28346348,3.841795,410.3366,6
0.95804214,0.47679138,3.648467,413.54504,7
