complexity,accuracy
3.3219280948873613,3.3219280948873613
3.321928094887361,3.3219280948873613
3.3219280948873595,3.3219280948873595
3.3219280948873524,3.3219280948873524
3.3219280948873475,3.3219280948873466
3.3219280948873395,3.321928094887339
3.3219280948873373,3.3219280948873364
3.321928094887314,3.321928094887314
3.321928094887265,3.321928094887264
3.321928094887036,3.321928094887036
3.321928094886882,3.321928094886882
3.321928094885313,3.3219280948853127
3.321928094875547,3.321928094875547
3.321928094861264,3.321928094861264
3.3219280948569367,3.321928094856938
3.321928094848924,3.321928094848923
3.321928094842175,3.321928094842174
3.32192809480775,3.3219280948077485
3.3219280947522667,3.321928094752266
3.3219280946190617,3.3219280946190612
3.321928094357695,3.321928094357696
3.321928094278688,3.3219280942786873
3.321928094086828,3.321928094086829
3.3219280936231477,3.3219280936231486
3.321928092544044,3.3219280925440433
3.3219280884003894,3.321928088400389
3.3219280850633712,3.3219280850633712
3.321928079608239,3.321928079608238
3.3219280752202787,3.32192807522028
3.3219280128570863,3.321928012857086
3.321927946436659,3.3219279464366593
3.321927604398787,3.3219276043987866
3.3219273598410353,3.3219273598410357
3.3219272037813616,3.3219272037813603
3.3219271990027583,3.3219271990027592
3.321926865887716,3.3219268658877157
3.3219264277613934,3.3219264277613925
3.32192543326226,3.3219254332622605
3.3219230036893554,3.3219230036893563
3.3219213606201405,3.3219213606201397
3.3219203071065655,3.3219203071065655
3.321920112103062,3.3219201121030615
3.3219186710508892,3.3219186710508892
3.321873369188661,3.321873369188662
3.321861932079449,3.3218619320794494
3.3218477007021545,3.321847700702157
3.321772118586748,3.321772118586748
3.3217309087574867,3.3217309087574867
3.3216182903049205,3.321618290304921
3.321432375712325,3.321432375712325
3.32110274375482,3.3211027437548193
3.320743821026552,3.3207438210265527
3.320597828229971,3.320597828229971
3.3205471631705206,3.3205471631705215
3.3197159147288553,3.3197159147288566
3.3193346902544074,3.3193346902544083
3.318862582558936,3.3188625825589355
3.318153592842265,3.3181535928422656
3.3166491180131596,3.3166491180131583
3.3166100881280207,3.3166100881280207
3.312966148102486,3.3129661481024857
3.3098157861177806,3.3098157861177806
3.3052027146021774,3.305202714602178
3.305102468803069,3.305102468803069
3.3004632977189905,3.3004632977189914
3.2944241565607313,3.2944241565607317
3.2846208164895496,3.2846208164895487
3.279879066842463,3.2798790668424638
3.26480727934171,3.264807279341709
3.2501488351002337,3.2501488351002346
3.2252889568942673,3.2252889568942673
3.1936447267662746,3.1936447267662738
3.1404127619956164,3.1404127619956164
3.072809005939808,3.072809005939808
2.92491136389061,2.924911363890611
2.6630020900652847,2.6630020900652847
1.568644020703998,1.568644020703998
1.5486557992066186,1.5486557992066188
1.4297313112917331,1.4297313112917331
1.3668510804785599,1.36685108047856
1.2528284860682442,1.2528284860682444
1.1960223407576165,1.1960223407576167
1.1894904232983072,1.1894904232983066
1.0979364828037224,1.0979364828037228
1.0302010138302893,1.0302010138302888
0.7756469736523297,0.7756469736523289
0.5745283511123915,0.5745283511123921
0.433051820651332,0.43305182065133224
0.33420771344422356,0.33420771344422356
0.2906559093710561,0.29065590937105573
0.24064984150133195,0.24064984150133195
0.19381343963706968,0.19381343963706968
0.17214325820478482,0.17214325820478515
0.1341426029610218,0.13414260296102143
0.11730927206923132,0.11730927206923132
0.11563025738270073,0.11563025738270105
0.08837435553807711,0.08837435553807677
0.07818045846482963,0.0781804584648296
