complexity,accuracy,distortion,mse,trial
1.3592405,1.1670756,0.7449522,1.9766227,0
1.3600125,1.1675882,0.7444396,1.9744098,1
1.358613,1.1666732,0.74535465,1.9782879,2
1.3594174,1.1671877,0.74484015,1.9761772,3
1.3548307,1.1642084,0.7478194,1.9887037,4
1.353941,1.1636271,0.7484007,1.9911658,5
1.3573236,1.1658335,0.74619436,1.9818219,6
1.3532717,1.1631923,0.74883556,1.9930037,7
