complexity,accuracy,distortion,mse,round,trial
5.054474e-05,1.7166138e-05,1.9120107,16.499903,0.0,1.0
3.4809113e-05,2.5749207e-05,1.9120021,16.499773,1.0,1.0
0.00013065338,0.00011110306,1.9119167,16.498596,2.0,1.0
0.00062417984,0.0005559921,1.9114718,16.491314,3.0,1.0
0.0032024384,0.002922535,1.9091053,16.447424,4.0,1.0
0.016895294,0.015641212,1.8963866,16.191393,5.0,1.0
0.08591747,0.08015299,1.8318748,14.855406,6.0,1.0
0.33764648,0.3145151,1.5975127,10.449265,7.0,1.0
0.72459316,0.66429377,1.2477341,5.5381327,8.0,1.0
0.98277855,0.88259125,1.0294366,3.5681167,9.0,1.0
1.1315293,1.0002303,0.9117975,2.8139768,10.0,1.0
1.2177386,1.0652218,0.84680605,2.4593306,11.0,1.0
1.2666197,1.1006503,0.8113775,2.2841432,12.0,1.0
1.2968411,1.1219721,0.79005575,2.185001,13.0,1.0
1.3173771,1.1362495,0.7757783,2.1208968,14.0,1.0
1.3320017,1.146368,0.7656598,2.07614,15.0,1.0
1.3425636,1.1536908,0.758337,2.0438285,16.0,1.0
1.3502116,1.1590233,0.75300455,2.0201933,17.0,1.0
1.3557491,1.1629176,0.7491102,2.002797,18.0,1.0
1.3597655,1.165771,0.7462568,1.9899262,19.0,1.0
1.3626885,1.1678691,0.74415874,1.9803424,20.0,1.0
1.3648262,1.1694264,0.7426014,1.9731443,21.0,1.0
1.3664036,1.1705914,0.7414365,1.967677,22.0,1.0
1.3675771,1.1714745,0.7405534,1.96347,23.0,1.0
1.3684583,1.1721492,0.73987865,1.9601867,24.0,1.0
1.3691249,1.1726713,0.7393565,1.9575926,25.0,1.0
1.3696256,1.1730766,0.7389512,1.9555283,26.0,1.0
1.369997,1.173388,0.73863983,1.9538891,27.0,1.0
1.370256,1.1736188,0.73840904,1.9526124,28.0,1.0
1.3704152,1.173778,0.7382498,1.9516611,29.0,1.0
1.3704796,1.173871,0.7381568,1.9510133,30.0,1.0
1.3704548,1.1739006,0.73812723,1.9506503,31.0,1.0
1.3703489,1.1738725,0.73815536,1.95055,32.0,1.0
